n_capas,oculto,dropout,activacion,lr,lote,n_vecinos,h_pasado,horizonte,epocas,weight_decay,normalizacion,optimizador,dim_entrada,n_muestras,val_mse,nota_rollout,segundos
3,1024,0.0,gelu,0.008,256,1,2,15,80,0.01,no,adamw,34,7671,0.97305,0.4205,20.4
3,512,0.1,gelu,0.008,256,1,2,15,80,0.01,no,adamw,34,7671,0.91239,0.216,14.5
3,512,0.0,gelu,0.003,256,1,2,15,80,0.01,layernorm,adamw,34,7671,0.92896,0.4754,13.9
4,1024,0.0,gelu,0.008,256,1,2,15,120,0.01,layernorm,adamw,34,7671,0.69225,0.456,22.9
3,1024,0.1,gelu,0.005,512,1,2,15,80,0.01,no,adamw,34,7671,0.98495,0.194,8.4
3,512,0.1,silu,0.003,256,1,2,15,80,0.01,layernorm,adamw,34,7671,0.9265,0.5394,22.6
4,1024,0.0,gelu,0.003,512,1,2,15,80,0.01,no,adamw,34,7671,0.96791,0.4765,8.0
4,1024,0.0,gelu,0.003,512,1,2,15,120,0.01,no,adamw,34,7671,0.8482,0.2792,12.7
4,512,0.0,gelu,0.002,512,1,2,15,120,0.01,no,adamw,34,7671,1.14478,0.561,13.8
3,512,0.0,silu,0.003,256,1,2,15,80,0.01,no,adamw,34,7671,0.98506,0.5763,18.8
3,512,0.0,gelu,0.003,256,1,2,15,120,0.01,layernorm,adamw,34,7671,0.84658,0.429,19.9
4,512,0.1,silu,0.002,256,1,2,15,120,0.01,layernorm,adamw,34,7671,0.74006,0.5515,31.2
4,1024,0.1,silu,0.003,512,1,2,15,120,0.01,layernorm,adamw,34,7671,0.7291,0.4616,13.4
3,512,0.1,gelu,0.005,512,1,2,15,80,0.01,no,adamw,34,7671,0.9488,0.3289,8.4
4,512,0.1,silu,0.003,512,1,2,15,120,0.01,layernorm,adamw,34,7671,0.80864,0.5846,12.6
3,512,0.1,silu,0.005,256,1,2,15,120,0.01,layernorm,adamw,34,7671,0.74189,0.5938,40.1
3,1024,0.0,gelu,0.002,256,1,2,15,80,0.01,no,adamw,34,7671,0.92344,0.527,12.5
4,512,0.1,silu,0.003,256,1,2,15,120,0.01,no,adamw,34,7671,0.77319,0.5453,19.4
3,512,0.1,silu,0.002,256,1,2,15,120,0.01,layernorm,adamw,34,7671,0.84932,0.4539,35.7
3,512,0.0,silu,0.005,512,1,2,15,120,0.01,layernorm,adamw,34,7671,0.78604,0.5252,12.6
4,1024,0.1,gelu,0.005,512,1,2,15,80,0.01,layernorm,adamw,34,7671,0.83439,0.6236,10.5
3,512,0.0,silu,0.003,256,1,2,15,120,0.01,layernorm,adamw,34,7671,0.83268,0.3831,18.3
4,1024,0.0,silu,0.005,256,1,2,15,80,0.01,no,adamw,34,7671,0.82773,0.4998,15.5
3,1024,0.0,gelu,0.003,256,1,2,15,120,0.01,layernorm,adamw,34,7671,0.77979,0.5287,21.2
3,512,0.0,gelu,0.005,256,1,2,15,80,0.01,no,adamw,34,7671,0.8542,0.5703,16.6
3,1024,0.0,silu,0.002,256,1,2,15,80,0.01,no,adamw,34,7671,0.93138,0.639,14.0
4,512,0.0,gelu,0.003,256,1,2,15,80,0.01,no,adamw,34,7671,0.88741,0.6807,15.6
4,512,0.1,gelu,0.005,256,1,2,15,80,0.01,no,adamw,34,7671,1.00021,0.2971,16.8
4,1024,0.0,silu,0.002,256,1,2,15,120,0.01,layernorm,adamw,34,7671,0.74417,0.5579,21.7
4,1024,0.0,gelu,0.005,256,1,2,15,80,0.01,no,adamw,34,7671,1.00032,0.5177,14.4
3,1024,0.0,gelu,0.005,256,1,2,15,120,0.01,no,adamw,34,7671,0.93222,0.5229,20.1
4,512,0.0,silu,0.002,256,1,2,15,120,0.01,no,adamw,34,7671,1.05293,0.4544,29.2
4,1024,0.0,silu,0.002,256,1,2,15,80,0.01,no,adamw,34,7671,0.92674,0.4389,18.0
4,1024,0.1,gelu,0.005,256,1,2,15,120,0.01,no,adamw,34,7671,0.99009,0.4506,20.0
3,1024,0.1,silu,0.005,512,1,2,15,120,0.01,layernorm,adamw,34,7671,0.9112,0.4993,10.8
4,512,0.1,gelu,0.008,512,1,2,15,80,0.01,no,adamw,34,7671,0.8125,0.6104,8.2
3,1024,0.0,silu,0.008,256,1,2,15,120,0.01,no,adamw,34,7671,1.04061,0.5729,18.8
4,512,0.1,gelu,0.008,256,1,2,15,120,0.01,no,adamw,34,7671,0.89971,0.3873,20.6
4,1024,0.1,gelu,0.003,256,1,2,15,120,0.01,no,adamw,34,7671,0.80965,0.4693,17.9
4,512,0.0,silu,0.008,512,1,2,15,120,0.01,no,adamw,34,7671,1.24796,0.545,11.1
3,512,0.1,silu,0.005,512,1,2,15,120,0.01,layernorm,adamw,34,7671,0.86879,0.4457,14.9
4,512,0.1,silu,0.002,256,1,2,15,80,0.01,layernorm,adamw,34,7671,0.76525,0.4232,28.7
3,1024,0.1,silu,0.002,256,1,2,15,80,0.01,layernorm,adamw,34,7671,0.79967,0.459,21.1
4,512,0.1,silu,0.005,256,1,2,15,120,0.01,layernorm,adamw,34,7671,0.74101,0.2433,39.4
4,1024,0.0,gelu,0.005,256,1,2,15,80,0.01,layernorm,adamw,34,7671,0.81099,0.372,15.8
3,1024,0.1,silu,0.002,256,1,2,15,80,0.01,no,adamw,34,7671,0.9288,0.2768,12.7
3,512,0.1,gelu,0.005,256,1,2,15,120,0.01,no,adamw,34,7671,0.99481,0.2279,22.4
4,1024,0.0,silu,0.002,512,1,2,15,120,0.01,no,adamw,34,7671,0.87819,0.5183,12.2
4,1024,0.0,gelu,0.005,512,1,2,15,80,0.01,no,adamw,34,7671,0.86644,0.6,8.8
4,512,0.0,silu,0.003,512,1,2,15,80,0.01,layernorm,adamw,34,7671,0.93242,0.3848,9.3
4,1024,0.0,silu,0.002,256,1,2,15,80,0.01,layernorm,adamw,34,7671,0.78731,0.4393,15.9
3,512,0.0,gelu,0.005,512,1,2,15,120,0.01,no,adamw,34,7671,1.01846,0.214,12.6
4,1024,0.1,silu,0.002,512,1,2,15,120,0.01,layernorm,adamw,34,7671,0.76751,0.4604,17.1
3,1024,0.1,silu,0.002,512,1,2,15,120,0.01,no,adamw,34,7671,0.9662,0.4843,11.9
3,512,0.0,silu,0.005,512,1,2,15,80,0.01,no,adamw,34,7671,0.90786,0.5349,7.9
3,512,0.0,silu,0.008,512,1,2,15,80,0.01,no,adamw,34,7671,0.98396,0.6241,8.9
4,1024,0.1,gelu,0.002,512,1,2,15,80,0.01,no,adamw,34,7671,0.8176,0.51,9.6
4,512,0.1,silu,0.008,512,1,2,15,120,0.01,layernorm,adamw,34,7671,0.69849,0.0274,16.4
3,512,0.0,silu,0.002,256,1,2,15,120,0.01,no,adamw,34,7671,1.02697,0.6557,21.8
4,1024,0.0,gelu,0.008,256,1,2,15,120,0.01,no,adamw,34,7671,1.16102,0.0108,21.5
3,1024,0.0,gelu,0.003,256,1,2,15,80,0.01,no,adamw,34,7671,0.99033,0.405,11.3
3,512,0.0,gelu,0.002,256,1,2,15,80,0.01,no,adamw,34,7671,0.96251,0.3986,18.6
3,1024,0.0,silu,0.002,512,1,2,15,80,0.01,layernorm,adamw,34,7671,0.96556,0.4192,10.2
4,1024,0.1,silu,0.003,512,1,2,15,80,0.01,no,adamw,34,7671,0.87327,0.5267,8.4
3,1024,0.0,silu,0.003,256,1,3,15,120,0.01,layernorm,adamw,36,7671,0.78256,0.5555,24.2
4,512,0.1,silu,0.008,512,1,3,15,80,0.01,no,adamw,36,7671,0.86744,0.5725,10.6
4,512,0.1,silu,0.005,256,1,3,15,120,0.01,layernorm,adamw,36,7671,0.75591,0.5612,42.2
4,1024,0.0,silu,0.002,512,1,3,15,80,0.01,no,adamw,36,7671,0.86446,0.4091,9.0
3,512,0.0,gelu,0.005,512,1,3,15,80,0.01,layernorm,adamw,36,7671,0.88314,0.5248,8.4
4,1024,0.1,silu,0.008,512,1,3,15,120,0.01,no,adamw,36,7671,0.90161,0.4205,12.2
3,512,0.1,silu,0.008,512,1,3,15,80,0.01,layernorm,adamw,36,7671,0.95244,0.1144,12.5
3,1024,0.0,gelu,0.005,512,1,3,15,80,0.01,layernorm,adamw,36,7671,0.90886,0.4098,10.5
3,1024,0.1,silu,0.005,256,1,3,15,80,0.01,layernorm,adamw,36,7671,0.94608,0.5738,15.5
4,1024,0.1,silu,0.005,512,1,3,15,80,0.01,no,adamw,36,7671,1.25567,0.0275,7.6
3,512,0.1,gelu,0.002,512,1,3,15,120,0.01,no,adamw,36,7671,0.86282,0.5918,11.3
3,512,0.1,silu,0.005,256,1,3,15,80,0.01,layernorm,adamw,36,7671,1.00999,0.1729,22.1
3,512,0.0,silu,0.005,512,1,3,15,120,0.01,no,adamw,36,7671,0.9595,0.5652,11.7
4,1024,0.1,silu,0.003,256,1,3,15,80,0.01,layernorm,adamw,36,7671,0.7229,0.5073,18.9
4,1024,0.1,gelu,0.002,256,1,3,15,80,0.01,no,adamw,36,7671,0.85768,0.3556,13.4
3,1024,0.0,silu,0.005,512,1,3,15,120,0.01,layernorm,adamw,36,7671,0.83398,0.348,17.7
3,1024,0.0,silu,0.002,512,1,3,15,80,0.01,layernorm,adamw,36,7671,0.94592,0.1112,10.1
3,512,0.1,gelu,0.008,512,1,3,15,80,0.01,layernorm,adamw,36,7671,0.82416,0.7892,10.7
3,512,0.0,silu,0.008,512,1,3,15,80,0.01,layernorm,adamw,36,7671,0.95874,0.5444,8.5
4,1024,0.0,silu,0.003,512,1,3,15,120,0.01,layernorm,adamw,36,7671,0.92756,0.5566,18.3
3,512,0.0,silu,0.008,256,1,3,15,120,0.01,layernorm,adamw,36,7671,0.86393,0.3677,23.5
3,512,0.0,gelu,0.005,256,1,3,15,120,0.01,layernorm,adamw,36,7671,0.77193,0.5543,21.1
3,1024,0.1,silu,0.002,512,1,3,15,120,0.01,no,adamw,36,7671,0.86222,0.5715,13.1
4,512,0.1,silu,0.002,512,1,3,15,80,0.01,no,adamw,36,7671,0.74912,0.2427,13.2
3,1024,0.1,silu,0.008,512,1,3,15,80,0.01,no,adamw,36,7671,0.91824,0.3624,10.1
3,1024,0.1,silu,0.005,256,1,3,15,120,0.01,no,adamw,36,7671,0.75548,0.4898,18.0
3,1024,0.1,gelu,0.005,512,1,3,15,120,0.01,layernorm,adamw,36,7671,0.87129,0.5778,17.1
3,1024,0.1,silu,0.002,256,1,3,15,80,0.01,no,adamw,36,7671,0.90918,0.4104,12.6
4,512,0.1,silu,0.003,256,1,3,15,120,0.01,no,adamw,36,7671,0.98451,0.47,23.9
3,1024,0.1,silu,0.005,512,1,3,15,120,0.01,no,adamw,36,7671,0.76132,0.4882,18.2
3,512,0.0,silu,0.003,256,1,3,15,80,0.01,no,adamw,36,7671,0.93316,0.3396,20.2
3,1024,0.0,silu,0.008,256,1,3,15,120,0.01,layernorm,adamw,36,7671,0.9102,0.5606,23.7
4,1024,0.0,silu,0.005,512,1,3,15,120,0.01,layernorm,adamw,36,7671,0.86209,0.5548,13.3
3,1024,0.0,silu,0.003,512,1,3,15,80,0.01,no,adamw,36,7671,1.08432,0.4461,6.8
3,1024,0.0,gelu,0.002,256,1,3,15,120,0.01,layernorm,adamw,36,7671,0.86596,0.5703,20.7
4,1024,0.0,gelu,0.008,512,1,3,15,120,0.01,no,adamw,36,7671,1.05532,0.1613,13.5
3,512,0.0,silu,0.005,256,1,3,15,80,0.01,layernorm,adamw,36,7671,0.96671,0.4939,18.9
3,512,0.0,silu,0.005,256,1,3,15,80,0.01,no,adamw,36,7671,0.9496,0.582,18.8
4,1024,0.1,silu,0.008,512,1,3,15,80,0.01,no,adamw,36,7671,0.88444,0.4836,7.1
3,512,0.1,gelu,0.005,256,1,3,15,80,0.01,layernorm,adamw,36,7671,0.88716,0.5232,22.6
3,1024,0.1,gelu,0.008,256,1,3,15,120,0.01,layernorm,adamw,36,7671,0.82191,0.4693,23.2
3,1024,0.1,silu,0.003,512,1,3,15,80,0.01,no,adamw,36,7671,0.92258,0.5856,8.9
4,512,0.1,gelu,0.002,512,1,3,15,120,0.01,layernorm,adamw,36,7671,0.83188,0.5661,18.8
4,512,0.0,silu,0.003,512,1,3,15,120,0.01,layernorm,adamw,36,7671,0.85333,0.4516,15.5
3,512,0.0,gelu,0.002,256,1,3,15,80,0.01,no,adamw,36,7671,1.04282,0.1047,20.0
3,1024,0.1,gelu,0.005,256,1,3,15,80,0.01,no,adamw,36,7671,0.8902,0.341,11.2
4,512,0.0,silu,0.008,256,1,3,15,80,0.01,no,adamw,36,7671,0.97057,0.1069,19.6
4,1024,0.1,gelu,0.005,512,1,3,15,120,0.01,no,adamw,36,7671,0.97491,0.3825,12.9
3,512,0.1,gelu,0.005,256,1,3,15,80,0.01,no,adamw,36,7671,0.98632,0.2984,14.7
4,512,0.1,silu,0.002,512,1,3,15,80,0.01,layernorm,adamw,36,7671,0.85531,0.2143,12.0
3,512,0.0,silu,0.002,512,1,3,15,80,0.01,no,adamw,36,7671,1.09721,0.4979,7.7
3,1024,0.1,gelu,0.005,256,1,3,15,80,0.01,layernorm,adamw,36,7671,0.88066,0.7026,15.1
3,512,0.0,gelu,0.002,512,1,3,15,80,0.01,layernorm,adamw,36,7671,1.02553,0.5681,7.7
4,1024,0.1,silu,0.003,256,1,3,15,120,0.01,layernorm,adamw,36,7671,0.82245,0.5113,32.2
3,512,0.1,gelu,0.008,512,1,3,15,120,0.01,no,adamw,36,7671,1.01738,0.331,11.7
3,1024,0.1,gelu,0.003,256,1,3,15,120,0.01,layernorm,adamw,36,7671,0.89877,0.5728,23.4
3,1024,0.0,silu,0.002,512,1,3,15,120,0.01,layernorm,adamw,36,7671,0.99556,0.5324,16.0
4,512,0.1,gelu,0.002,256,1,3,15,120,0.01,layernorm,adamw,36,7671,0.78487,0.5239,31.7
4,1024,0.0,gelu,0.005,512,1,3,15,80,0.01,layernorm,adamw,36,7671,1.09153,0.0479,11.9
4,1024,0.1,silu,0.003,512,1,3,15,80,0.01,layernorm,adamw,36,7671,0.80875,0.4108,9.0
4,1024,0.0,silu,0.008,512,1,3,15,120,0.01,no,adamw,36,7671,1.17219,0.1527,11.3
3,1024,0.0,silu,0.005,512,1,3,15,120,0.01,no,adamw,36,7671,0.87406,0.4997,10.2
3,512,0.0,silu,0.005,512,1,3,15,120,0.01,layernorm,adamw,36,7671,0.9497,0.0333,10.2
4,512,0.0,silu,0.002,256,1,3,15,80,0.01,layernorm,adamw,36,7671,0.79448,0.2547,14.1
3,512,0.1,silu,0.003,256,1,5,15,80,0.01,layernorm,adamw,40,7671,0.962,0.5924,22.6
3,512,0.0,gelu,0.008,256,1,5,15,80,0.01,no,adamw,40,7671,0.88143,0.2422,16.0
3,1024,0.1,silu,0.008,256,1,5,15,80,0.01,no,adamw,40,7671,0.86208,0.5382,10.7
3,1024,0.1,gelu,0.003,512,1,5,15,120,0.01,layernorm,adamw,40,7671,0.86585,0.4011,13.3
4,512,0.0,gelu,0.005,512,1,5,15,120,0.01,no,adamw,40,7671,0.87963,0.5009,14.1
4,1024,0.0,gelu,0.008,512,1,5,15,120,0.01,layernorm,adamw,40,7671,1.15684,0.0883,14.3
3,1024,0.0,gelu,0.003,512,1,5,15,120,0.01,no,adamw,40,7671,1.03686,0.4967,10.0
4,1024,0.0,silu,0.008,512,1,5,15,120,0.01,layernorm,adamw,40,7671,0.82568,0.4952,15.7
3,1024,0.1,silu,0.005,256,1,5,15,120,0.01,no,adamw,40,7671,0.92131,0.1969,13.9
4,1024,0.1,silu,0.003,512,1,5,15,120,0.01,no,adamw,40,7671,0.99261,0.388,9.1
3,512,0.0,gelu,0.008,256,1,5,15,80,0.01,layernorm,adamw,40,7671,0.83909,0.5608,15.1
3,1024,0.1,gelu,0.003,512,1,5,15,80,0.01,no,adamw,40,7671,0.98041,0.5619,9.2
3,512,0.0,gelu,0.003,256,1,5,15,80,0.01,no,adamw,40,7671,1.04268,0.2533,19.1
3,1024,0.0,gelu,0.005,256,1,5,15,80,0.01,no,adamw,40,7671,0.97776,0.3409,13.2
4,512,0.0,silu,0.002,512,1,5,15,80,0.01,layernorm,adamw,40,7671,0.83889,0.4366,8.5
3,1024,0.0,gelu,0.008,512,1,5,15,80,0.01,layernorm,adamw,40,7671,0.98496,0.4999,14.3
3,512,0.0,gelu,0.002,512,1,5,15,80,0.01,layernorm,adamw,40,7671,0.80946,0.3833,8.1
3,512,0.1,gelu,0.003,256,1,5,15,120,0.01,no,adamw,40,7671,0.86016,0.2164,17.9
3,512,0.0,silu,0.005,256,1,5,15,80,0.01,no,adamw,40,7671,0.82772,0.2827,18.4
4,512,0.0,gelu,0.003,512,1,5,15,120,0.01,no,adamw,40,7671,0.82245,0.6148,14.0
3,512,0.0,gelu,0.002,256,1,5,15,80,0.01,no,adamw,40,7671,0.94268,0.5985,19.1
4,1024,0.1,silu,0.002,512,1,5,15,120,0.01,layernorm,adamw,40,7671,0.9573,0.5588,15.7
4,1024,0.0,silu,0.002,512,1,5,15,80,0.01,layernorm,adamw,40,7671,0.8116,0.5491,12.4
3,512,0.0,silu,0.008,512,1,5,15,120,0.01,layernorm,adamw,40,7671,0.95292,0.3677,13.8
3,1024,0.0,silu,0.002,512,1,5,15,80,0.01,layernorm,adamw,40,7671,1.04595,0.3942,14.1
3,1024,0.0,silu,0.008,512,1,5,15,120,0.01,layernorm,adamw,40,7671,0.84014,0.6023,18.9
3,512,0.0,gelu,0.005,256,1,5,15,80,0.01,layernorm,adamw,40,7671,0.82936,0.587,17.1
3,1024,0.1,silu,0.002,256,1,5,15,120,0.01,layernorm,adamw,40,7671,0.86818,0.6142,26.3
3,512,0.1,silu,0.005,512,1,5,15,80,0.01,layernorm,adamw,40,7671,0.97605,0.251,13.8
3,1024,0.1,silu,0.002,256,1,5,15,80,0.01,layernorm,adamw,40,7671,0.83756,0.4841,18.5
3,1024,0.1,gelu,0.008,256,1,5,15,120,0.01,layernorm,adamw,40,7671,0.86577,0.431,24.8
4,1024,0.0,gelu,0.005,256,1,5,15,80,0.01,layernorm,adamw,40,7671,0.82638,0.1576,12.6
3,1024,0.1,silu,0.008,512,1,5,15,80,0.01,no,adamw,40,7671,1.01467,0.4009,9.3
3,1024,0.1,gelu,0.008,512,1,5,15,120,0.01,layernorm,adamw,40,7671,0.88176,0.5246,14.7
4,512,0.0,gelu,0.003,256,1,5,15,120,0.01,layernorm,adamw,40,7671,0.86169,0.5214,23.7
4,512,0.1,silu,0.005,256,1,5,15,80,0.01,no,adamw,40,7671,0.88953,0.3352,15.1
4,512,0.0,gelu,0.005,512,1,5,15,80,0.01,layernorm,adamw,40,7671,0.87444,0.4434,9.8
4,512,0.0,silu,0.002,512,1,5,15,120,0.01,layernorm,adamw,40,7671,0.81623,0.5122,12.4
3,1024,0.1,gelu,0.002,512,1,5,15,80,0.01,layernorm,adamw,40,7671,0.82604,0.4527,10.1
3,512,0.0,gelu,0.008,512,1,5,15,120,0.01,no,adamw,40,7671,0.91975,0.4394,13.3
4,512,0.1,gelu,0.003,256,1,5,15,120,0.01,layernorm,adamw,40,7671,0.87056,0.1933,35.9
3,1024,0.0,silu,0.005,512,1,5,15,120,0.01,no,adamw,40,7671,0.86843,0.3785,11.1
3,512,0.1,silu,0.008,512,1,5,15,80,0.01,no,adamw,40,7671,0.74558,0.4411,7.4
4,1024,0.1,silu,0.003,512,1,5,15,80,0.01,layernorm,adamw,40,7671,1.0001,0.1236,8.8
4,512,0.0,silu,0.003,512,1,5,15,120,0.01,layernorm,adamw,40,7671,0.9464,0.6262,11.3
4,1024,0.1,gelu,0.003,256,1,5,15,80,0.01,layernorm,adamw,40,7671,0.85387,0.5051,19.6
3,1024,0.0,gelu,0.005,512,1,5,15,80,0.01,no,adamw,40,7671,0.93403,0.5961,8.8
4,1024,0.1,silu,0.008,256,1,5,15,120,0.01,layernorm,adamw,40,7671,0.90819,0.6848,32.9
3,512,0.0,gelu,0.003,512,1,5,15,120,0.01,no,adamw,40,7671,1.01462,0.2883,13.1
4,1024,0.1,silu,0.002,512,1,5,15,80,0.01,no,adamw,40,7671,0.83983,0.5528,8.3
3,512,0.1,gelu,0.002,256,1,5,15,80,0.01,no,adamw,40,7671,0.95572,0.3201,13.0
4,1024,0.1,gelu,0.008,256,1,5,15,80,0.01,layernorm,adamw,40,7671,0.86428,0.4156,19.8
4,1024,0.0,gelu,0.005,512,1,5,15,120,0.01,layernorm,adamw,40,7671,0.83746,0.1439,18.9
4,512,0.0,gelu,0.003,512,1,5,15,80,0.01,layernorm,adamw,40,7671,0.90157,0.1435,9.2
4,512,0.1,gelu,0.003,512,1,5,15,120,0.01,no,adamw,40,7671,0.86392,0.4785,12.6
4,1024,0.0,silu,0.003,256,1,5,15,120,0.01,layernorm,adamw,40,7671,0.81694,0.5671,23.8
4,1024,0.1,silu,0.008,256,1,5,15,80,0.01,layernorm,adamw,40,7671,0.91423,0.5262,22.0
4,512,0.1,gelu,0.003,256,1,5,15,120,0.01,no,adamw,40,7671,0.79153,0.3259,25.5
4,1024,0.1,gelu,0.002,512,1,5,15,80,0.01,layernorm,adamw,40,7671,0.86893,0.5292,11.2
4,1024,0.0,silu,0.005,256,1,5,15,80,0.01,no,adamw,40,7671,0.90531,0.4899,14.0
4,512,0.1,gelu,0.002,512,1,5,15,80,0.01,layernorm,adamw,40,7671,0.87209,0.2918,10.8
3,1024,0.0,silu,0.005,256,1,5,15,120,0.01,no,adamw,40,7671,0.79041,0.4783,16.7
3,1024,0.1,gelu,0.008,512,1,5,15,120,0.01,no,adamw,40,7671,0.83191,0.3119,10.6
4,512,0.0,gelu,0.003,256,1,5,15,80,0.01,no,adamw,40,7671,0.86587,0.7857,14.4
4,1024,0.0,silu,0.002,256,2,2,15,120,0.01,no,adamw,44,7671,0.90915,0.4086,19.4
4,512,0.1,silu,0.002,256,2,2,15,120,0.01,no,adamw,44,7671,0.9223,0.3302,26.9
4,512,0.0,gelu,0.003,256,2,2,15,80,0.01,no,adamw,44,7671,0.90462,0.4967,18.2
4,512,0.0,gelu,0.002,512,2,2,15,120,0.01,no,adamw,44,7671,1.0507,0.3193,10.4
4,1024,0.0,silu,0.008,512,2,2,15,80,0.01,layernorm,adamw,44,7671,0.91292,0.1596,9.9
3,512,0.0,silu,0.002,512,2,2,15,120,0.01,no,adamw,44,7671,0.93284,0.5103,10.6
3,1024,0.0,gelu,0.005,256,2,2,15,120,0.01,no,adamw,44,7671,1.06808,0.2677,17.1
4,512,0.0,gelu,0.005,512,2,2,15,80,0.01,no,adamw,44,7671,0.77681,0.463,8.4
4,512,0.0,silu,0.008,512,2,2,15,120,0.01,layernorm,adamw,44,7671,0.74953,0.3054,10.8
3,512,0.1,silu,0.002,256,2,2,15,80,0.01,no,adamw,44,7671,0.87121,0.4194,15.5
3,512,0.0,silu,0.002,256,2,2,15,80,0.01,no,adamw,44,7671,0.95583,0.6218,17.5
4,512,0.1,silu,0.002,256,2,2,15,80,0.01,no,adamw,44,7671,0.72964,0.5396,14.6
4,1024,0.0,gelu,0.005,512,2,2,15,80,0.01,layernorm,adamw,44,7671,0.78882,0.5874,12.3
3,512,0.1,gelu,0.008,256,2,2,15,120,0.01,layernorm,adamw,44,7671,0.69066,0.4921,33.9
4,1024,0.0,gelu,0.008,256,2,2,15,80,0.01,no,adamw,44,7671,1.58979,0.0505,14.2
3,1024,0.1,gelu,0.005,512,2,2,15,120,0.01,layernorm,adamw,44,7671,0.76201,0.576,11.9
4,512,0.1,gelu,0.008,256,2,2,15,120,0.01,no,adamw,44,7671,0.85044,0.5708,20.7
4,512,0.1,gelu,0.005,512,2,2,15,80,0.01,layernorm,adamw,44,7671,0.71303,0.4537,12.2
4,1024,0.1,silu,0.003,512,2,2,15,80,0.01,layernorm,adamw,44,7671,0.69583,0.4116,9.9
4,512,0.0,silu,0.002,512,2,2,15,80,0.01,no,adamw,44,7671,0.86787,0.2607,10.8
3,1024,0.1,gelu,0.008,256,2,2,15,80,0.01,no,adamw,44,7671,1.04926,0.1997,14.3
4,512,0.1,silu,0.002,512,2,2,15,80,0.01,layernorm,adamw,44,7671,0.81065,0.3786,11.6
3,512,0.1,gelu,0.005,256,2,2,15,120,0.01,no,adamw,44,7671,0.93098,0.447,20.7
4,512,0.0,silu,0.002,256,2,2,15,80,0.01,layernorm,adamw,44,7671,0.87648,0.3293,14.2
3,512,0.0,silu,0.008,256,2,2,15,80,0.01,layernorm,adamw,44,7671,0.82176,0.3885,16.3
3,1024,0.1,gelu,0.005,256,2,2,15,80,0.01,no,adamw,44,7671,0.78574,0.2151,12.7
4,1024,0.0,silu,0.005,512,2,2,15,120,0.01,layernorm,adamw,44,7671,0.76464,0.635,13.6
4,512,0.1,gelu,0.003,512,2,2,15,120,0.01,layernorm,adamw,44,7671,0.68162,0.4351,16.8
3,1024,0.0,gelu,0.008,256,2,2,15,80,0.01,no,adamw,44,7671,0.91133,0.3982,16.4
4,1024,0.0,gelu,0.003,512,2,2,15,80,0.01,layernorm,adamw,44,7671,0.87379,0.3663,15.0
3,512,0.1,silu,0.005,512,2,2,15,80,0.01,no,adamw,44,7671,0.79526,0.3856,9.8
4,512,0.0,gelu,0.002,512,2,2,15,80,0.01,layernorm,adamw,44,7671,0.81316,0.3887,8.5
4,512,0.0,silu,0.002,256,2,2,15,120,0.01,no,adamw,44,7671,1.09625,0.0065,25.9
4,1024,0.0,gelu,0.005,256,2,2,15,120,0.01,no,adamw,44,7671,1.10663,0.3848,20.9
4,512,0.1,silu,0.008,256,2,2,15,120,0.01,layernorm,adamw,44,7671,0.66994,0.6099,28.8
4,512,0.1,silu,0.005,512,2,2,15,80,0.01,layernorm,adamw,44,7671,0.67774,0.6227,13.2
3,1024,0.1,silu,0.003,256,2,2,15,120,0.01,layernorm,adamw,44,7671,0.76988,0.3926,26.7
4,512,0.0,silu,0.008,512,2,2,15,120,0.01,no,adamw,44,7671,0.91412,0.3644,11.8
3,1024,0.0,silu,0.003,512,2,2,15,120,0.01,layernorm,adamw,44,7671,0.88256,0.3939,19.4
3,1024,0.0,silu,0.002,512,2,2,15,80,0.01,no,adamw,44,7671,1.01162,0.7286,8.2
4,512,0.0,silu,0.003,256,2,2,15,80,0.01,no,adamw,44,7671,0.86647,0.4674,13.6
3,512,0.0,silu,0.008,512,2,2,15,80,0.01,no,adamw,44,7671,0.94306,0.5064,8.9
3,1024,0.1,silu,0.003,512,2,2,15,80,0.01,no,adamw,44,7671,0.90851,0.4604,10.8
3,512,0.0,silu,0.003,512,2,2,15,120,0.01,layernorm,adamw,44,7671,1.0168,0.4181,11.6
4,512,0.0,gelu,0.005,256,2,2,15,80,0.01,no,adamw,44,7671,0.83837,0.5014,16.7
3,1024,0.1,silu,0.002,256,2,2,15,120,0.01,layernorm,adamw,44,7671,0.80743,0.5525,24.8
4,512,0.1,gelu,0.008,256,2,2,15,80,0.01,layernorm,adamw,44,7671,0.59544,0.5053,25.9
3,1024,0.1,silu,0.005,512,2,2,15,80,0.01,layernorm,adamw,44,7671,0.87919,0.5099,9.6
4,1024,0.1,silu,0.005,512,2,2,15,80,0.01,no,adamw,44,7671,0.82891,0.1937,9.3
4,512,0.1,gelu,0.003,512,2,2,15,80,0.01,layernorm,adamw,44,7671,0.76432,0.494,12.6
3,512,0.1,silu,0.003,512,2,2,15,120,0.01,layernorm,adamw,44,7671,0.73697,0.5578,18.7
3,1024,0.1,silu,0.003,512,2,2,15,120,0.01,no,adamw,44,7671,0.85123,0.475,14.2
4,1024,0.1,gelu,0.008,512,2,2,15,120,0.01,layernorm,adamw,44,7671,0.74918,0.6305,16.7
3,1024,0.0,silu,0.003,512,2,2,15,120,0.01,no,adamw,44,7671,0.99044,0.482,9.7
4,512,0.1,gelu,0.002,256,2,2,15,80,0.01,no,adamw,44,7671,0.8546,0.3112,14.7
