run,vid,instante,x1,y1,x2,y2,v,theta,a,giro
# run=20260718-162332-505 opt=global condiciones_iniciales=[{'id': 1, 'inicio': (31.57, 5.1), 'giro_inicial': 111.5, 'meta': (18.98, 2.76), 'angulo_llegada': 197.1, 'largo': 0.75, 'ancho': 0.41, 'v_max': 2.16, 'v_inicial': 0.0, 'a_max': 0.96, 'giro_max': 34.9, 'grupo': 2, 'prioridad': 3}, {'id': 2, 'inicio': (25.82, 5.28), 'giro_inicial': 72.6, 'meta': (17.65, 11.82), 'angulo_llegada': 159.7, 'largo': 0.8, 'ancho': 0.44, 'v_max': 2.58, 'v_inicial': 0.0, 'a_max': 0.77, 'giro_max': 30.6, 'grupo': 1, 'prioridad': 1}, {'id': 3, 'inicio': (20.99, 18.14), 'giro_inicial': 150.2, 'meta': (10.81, 8.05), 'angulo_llegada': 113.2, 'largo': 0.72, 'ancho': 0.38, 'v_max': 1.94, 'v_inicial': 0.0, 'a_max': 0.83, 'giro_max': 39.6, 'grupo': 1, 'prioridad': 2}]
20260718-162332-505,2,37,22.757597,4.846620,22.646226,5.752819,2.579921,4.331832,0.000000,-0.013384
20260718-162332-505,2,38,22.656332,4.607415,22.552076,5.514460,2.579921,4.323984,-0.000000,-0.013384
20260718-162332-505,2,39,22.553192,4.369011,22.456058,5.276846,2.579921,4.316136,-0.248259,-0.013384
20260718-162332-505,2,40,22.448184,4.131424,22.358178,5.039994,2.555095,4.308288,-0.000000,-0.235042
20260718-162332-505,2,41,22.251435,3.908703,22.288236,4.820978,2.555095,4.169228,0.000000,-0.235042
20260718-162332-505,2,42,22.025713,3.715404,22.188610,4.613771,2.555095,4.030168,0.000000,-0.235042
20260718-162332-505,2,43,21.775376,3.555258,22.061226,4.422374,2.555095,3.891109,0.035439,-0.235042
20260718-162332-505,2,44,21.505257,3.431358,21.908540,4.250481,2.558639,3.752049,0.000000,-0.217927
20260718-162332-505,2,45,21.225689,3.341119,21.730822,4.101672,2.558639,3.623277,-0.000000,-0.217927
20260718-162332-505,2,46,20.936847,3.287528,21.535465,3.976917,2.558639,3.494505,0.000000,-0.217927
20260718-162332-505,2,47,20.643515,3.271472,21.325705,3.878281,2.558639,3.365734,0.192916,-0.217927
20260718-162332-505,2,48,20.350549,3.293219,21.105015,3.807399,2.577930,3.236962,0.000000,-0.068266
20260718-162332-505,2,49,20.082950,3.294269,20.857403,3.777822,2.577930,3.196903,0.000000,-0.068266
20260718-162332-505,2,50,19.815608,3.306036,20.608805,3.758186,2.577930,3.156844,0.000000,-0.068266
20260718-162332-505,2,51,19.548952,3.328500,20.359620,3.748521,2.577930,3.116785,-0.000000,-0.068266
20260718-162332-505,2,52,19.283409,3.361625,20.110248,3.748844,2.577930,3.076727,-0.000000,-0.068266
20260718-162332-505,2,53,19.019406,3.405358,19.861089,3.759153,2.577930,3.036668,0.000000,-0.068266
20260718-162332-505,2,54,18.757366,3.459629,19.612542,3.779432,2.577930,2.996609,0.000000,-0.068266
20260718-162332-505,2,55,18.497710,3.524350,19.365008,3.809648,2.577930,2.956550,-0.160959,-0.068266
20260718-162332-505,2,56,18.240854,3.599419,19.118882,3.849754,2.561834,2.916491,0.000000,-0.201174
20260718-162332-505,2,57,17.986219,3.739277,18.887719,3.883841,2.561834,2.797754,-0.000000,-0.201174
20260718-162332-505,2,58,17.749945,3.908315,18.662222,3.945070,2.561834,2.679017,0.000000,-0.201174
