n_capas,oculto,dropout,activacion,lr,lote,n_vecinos,h_pasado,horizonte,epocas,weight_decay,normalizacion,optimizador,dim_entrada,n_muestras,val_mse,nota_rollout,segundos
3,256,0.0,gelu,0.008,512,2,3,10,80,0.01,no,sgd,46,7671,0.98424,0.0162,10.2
3,256,0.0,gelu,0.008,512,2,3,10,80,0.01,no,adamw,46,7671,0.84056,0.3744,7.6
2,256,0.1,silu,0.003,2048,2,3,10,40,0.0,no,adamw,46,7671,1.10766,0.0462,1.8
4,512,0.1,gelu,0.001,512,2,3,10,40,0.0,layernorm,adamw,46,7671,0.85211,0.172,3.7
3,1024,0.1,silu,0.008,512,2,3,10,40,0.0,layernorm,adamw,46,7671,0.86892,0.1587,3.2
3,256,0.1,silu,0.008,2048,2,3,10,40,0.01,layernorm,adamw,46,7671,1.03487,0.129,3.2
3,512,0.1,relu,0.008,512,2,3,10,40,0.0,layernorm,sgd,46,7671,1.06157,0.1966,6.8
3,512,0.1,silu,0.001,512,2,3,10,40,0.01,layernorm,sgd,46,7671,0.99987,0.1496,3.0
2,1024,0.1,gelu,0.003,512,2,3,10,40,0.0,no,adamw,46,7671,1.11243,0.0101,2.9
2,512,0.0,gelu,0.003,512,2,3,10,80,0.0,layernorm,adamw,46,7671,1.17524,0.3158,4.9
2,256,0.0,relu,0.003,2048,2,3,10,80,0.01,layernorm,adamw,46,7671,1.14253,0.1087,3.2
4,512,0.0,relu,0.003,512,2,3,10,40,0.01,layernorm,adamw,46,7671,0.90968,0.2541,4.8
3,1024,0.0,silu,0.008,2048,2,3,10,80,0.01,no,sgd,46,7671,1.07008,0.0117,4.3
3,512,0.1,gelu,0.008,512,2,3,10,40,0.0,layernorm,adamw,46,7671,0.88817,0.1957,4.8
3,512,0.1,gelu,0.003,512,2,3,10,40,0.01,no,sgd,46,7671,1.06194,0.011,5.4
3,512,0.0,relu,0.008,2048,2,3,10,80,0.01,no,sgd,46,7671,1.11795,0.0567,3.1
2,256,0.0,relu,0.008,512,2,3,10,80,0.01,layernorm,sgd,46,7671,0.8648,0.1673,8.1
2,1024,0.1,gelu,0.008,2048,2,3,10,80,0.01,no,sgd,46,7671,1.05387,0.0578,2.3
3,256,0.1,gelu,0.008,2048,2,3,10,40,0.01,layernorm,sgd,46,7671,0.94753,0.041,2.2
4,1024,0.1,gelu,0.001,512,2,3,10,40,0.01,no,sgd,46,7671,1.32672,0.0,4.9
3,256,0.1,gelu,0.008,512,2,3,10,40,0.0,layernorm,sgd,46,7671,0.91535,0.2771,6.1
2,1024,0.0,silu,0.008,2048,2,3,10,80,0.0,layernorm,adamw,46,7671,1.04594,0.1668,2.7
4,256,0.1,gelu,0.008,2048,2,3,10,40,0.0,layernorm,sgd,46,7671,1.09634,0.1767,2.6
3,1024,0.0,relu,0.003,2048,2,3,10,40,0.0,no,adamw,46,7671,1.08557,0.0773,2.1
3,1024,0.1,relu,0.001,512,2,3,10,80,0.01,layernorm,sgd,46,7671,1.08551,0.156,5.7
4,1024,0.1,gelu,0.008,2048,2,3,10,80,0.0,no,sgd,46,7671,1.13098,0.0055,3.9
3,512,0.1,silu,0.003,2048,2,3,10,80,0.0,no,adamw,46,7671,1.06644,0.1096,2.9
3,512,0.0,relu,0.008,512,2,3,10,40,0.0,layernorm,sgd,46,7671,1.16129,0.0437,3.8
3,256,0.0,silu,0.003,512,2,3,10,80,0.01,layernorm,adamw,46,7671,0.91761,0.4273,12.9
4,256,0.0,gelu,0.001,512,2,3,10,80,0.01,no,sgd,46,7671,1.28539,0.0,12.1
2,512,0.1,silu,0.008,2048,2,3,10,80,0.01,no,adamw,46,7671,0.98642,0.0448,2.7
2,256,0.0,relu,0.003,2048,2,3,10,40,0.0,no,sgd,46,7671,1.14736,0.0306,2.2
2,512,0.1,relu,0.001,2048,2,3,10,40,0.0,no,sgd,46,7671,1.28807,0.0014,2.3
3,512,0.0,silu,0.001,512,2,3,10,80,0.0,layernorm,sgd,46,7671,1.06462,0.1301,5.7
3,1024,0.1,gelu,0.003,2048,2,3,10,40,0.01,layernorm,adamw,46,7671,1.10209,0.1984,2.6
2,512,0.1,silu,0.003,2048,2,3,10,40,0.01,no,adamw,46,7671,1.09004,0.0919,2.0
3,1024,0.1,silu,0.003,2048,2,3,10,80,0.0,layernorm,adamw,46,7671,1.04537,0.2966,4.5
2,256,0.0,gelu,0.008,2048,2,3,10,40,0.0,layernorm,sgd,46,7671,1.11879,0.101,1.8
2,1024,0.1,gelu,0.003,512,2,3,10,40,0.0,layernorm,sgd,46,7671,1.02878,0.1399,2.9
2,512,0.1,gelu,0.003,2048,2,3,10,80,0.01,no,adamw,46,7671,1.09665,0.0315,2.4
2,512,0.0,relu,0.008,512,2,3,10,40,0.01,layernorm,sgd,46,7671,0.97483,0.2898,2.7
4,1024,0.0,relu,0.008,2048,2,3,10,80,0.01,no,adamw,46,7671,1.26344,0.0001,5.0
3,256,0.1,relu,0.008,512,2,3,10,40,0.01,no,sgd,46,7671,1.01437,0.0807,5.8
2,512,0.0,gelu,0.008,512,2,3,10,40,0.01,no,adamw,46,7671,1.17375,0.1481,3.8
4,512,0.0,relu,0.008,512,2,3,10,80,0.0,layernorm,adamw,46,7671,0.8718,0.3475,6.5
4,512,0.0,relu,0.008,2048,2,3,10,80,0.0,layernorm,adamw,46,7671,0.91596,0.1563,3.4
3,1024,0.0,relu,0.008,2048,2,3,10,80,0.01,no,adamw,46,7671,1.35645,0.0001,3.9
2,256,0.1,gelu,0.008,2048,2,3,10,40,0.0,layernorm,sgd,46,7671,0.95546,0.1504,3.1
2,1024,0.1,silu,0.008,512,2,3,10,80,0.0,no,sgd,46,7671,1.07253,0.1148,5.5
4,512,0.0,gelu,0.003,512,2,3,10,40,0.0,layernorm,adamw,46,7671,0.89691,0.2963,3.8
4,512,0.1,relu,0.001,2048,2,3,10,80,0.0,no,adamw,46,7671,1.07927,0.0125,2.8
3,1024,0.0,relu,0.003,2048,2,3,10,40,0.0,no,sgd,46,7671,1.12858,0.0769,2.0
3,1024,0.0,relu,0.001,512,2,3,10,40,0.0,no,adamw,46,7671,1.074,0.0803,3.9
2,512,0.0,relu,0.008,512,2,3,10,40,0.01,no,adamw,46,7671,1.17553,0.1608,4.2
2,512,0.0,silu,0.008,2048,2,3,10,80,0.01,no,sgd,46,7671,1.04854,0.0606,1.9
2,512,0.1,silu,0.008,2048,2,3,10,80,0.01,no,sgd,46,7671,1.07306,0.015,2.3
4,1024,0.0,gelu,0.003,512,2,3,10,80,0.0,no,adamw,46,7671,1.00836,0.4038,7.8
3,512,0.1,gelu,0.008,2048,2,3,10,80,0.01,no,adamw,46,7671,1.24845,0.0059,2.8
2,512,0.1,silu,0.008,2048,2,3,10,40,0.0,layernorm,sgd,46,7671,1.03249,0.1719,1.5
2,1024,0.0,silu,0.003,512,2,3,10,80,0.0,no,sgd,46,7671,1.0661,0.1031,3.8
4,512,0.0,gelu,0.008,2048,2,3,10,40,0.01,no,sgd,46,7671,1.30329,0.0,2.0
2,256,0.1,gelu,0.001,2048,2,3,10,40,0.01,no,adamw,46,7671,1.15021,0.0402,1.7
3,256,0.1,relu,0.008,512,2,3,10,80,0.0,no,sgd,46,7671,1.02827,0.1644,8.2
3,256,0.0,silu,0.008,2048,2,3,10,80,0.0,layernorm,adamw,46,7671,1.0008,0.089,3.3
2,1024,0.0,relu,0.003,512,2,3,10,40,0.01,no,adamw,46,7671,1.10966,0.0286,3.3
4,512,0.1,relu,0.008,512,2,3,10,80,0.0,no,sgd,46,7671,1.07905,0.0769,8.9
4,256,0.0,gelu,0.008,2048,2,3,10,40,0.0,no,sgd,46,7671,1.18781,0.0008,2.7
2,1024,0.1,silu,0.001,2048,2,3,10,80,0.01,layernorm,sgd,46,7671,1.10636,0.0683,3.3
4,512,0.0,silu,0.008,512,2,3,10,80,0.01,layernorm,sgd,46,7671,0.74041,0.0947,6.9
2,256,0.1,relu,0.003,512,2,3,10,80,0.01,no,adamw,46,7671,1.0723,0.0882,7.7
4,512,0.0,gelu,0.008,512,2,3,10,40,0.01,no,adamw,46,7671,1.11595,0.0722,4.5
2,512,0.0,relu,0.003,2048,2,3,10,40,0.0,layernorm,adamw,46,7671,1.06227,0.1255,3.3
4,1024,0.0,silu,0.001,512,2,3,10,80,0.01,layernorm,adamw,46,7671,0.96309,0.558,10.3
3,512,0.1,relu,0.008,2048,2,3,10,80,0.0,no,adamw,46,7671,1.17906,0.0214,2.9
2,1024,0.1,gelu,0.001,2048,2,3,10,40,0.0,layernorm,sgd,46,7671,1.16683,0.0327,2.2
3,256,0.1,gelu,0.008,512,2,3,10,40,0.01,layernorm,adamw,46,7671,0.91267,0.4351,6.0
4,512,0.1,relu,0.003,2048,2,3,10,40,0.0,layernorm,adamw,46,7671,1.04961,0.1999,2.1
3,512,0.1,relu,0.003,512,2,3,10,40,0.0,no,sgd,46,7671,1.09417,0.0495,3.0
4,512,0.1,silu,0.003,2048,2,3,10,40,0.0,layernorm,adamw,46,7671,1.0031,0.1418,2.1
2,256,0.1,relu,0.003,512,2,3,10,80,0.01,layernorm,sgd,46,7671,0.91235,0.3537,10.4
2,1024,0.1,gelu,0.001,2048,2,5,10,80,0.0,layernorm,sgd,50,7671,1.14454,0.1712,3.6
2,512,0.0,relu,0.008,512,2,5,10,80,0.0,layernorm,adamw,50,7671,0.99776,0.1992,6.4
2,1024,0.0,gelu,0.003,512,2,5,10,80,0.01,layernorm,adamw,50,7671,1.1084,0.4486,5.1
4,256,0.1,gelu,0.008,2048,2,5,10,80,0.0,no,sgd,50,7671,1.0877,0.0068,3.4
3,512,0.1,gelu,0.001,512,2,5,10,80,0.0,no,sgd,50,7671,1.10262,0.011,6.3
2,1024,0.0,relu,0.008,512,2,5,10,40,0.01,no,adamw,50,7671,0.99587,0.1065,3.2
3,256,0.1,gelu,0.008,2048,2,5,10,80,0.01,no,adamw,50,7671,1.00203,0.2683,2.8
2,256,0.1,gelu,0.008,2048,2,5,10,80,0.01,no,sgd,50,7671,1.03728,0.0259,2.4
4,256,0.1,silu,0.001,512,2,5,10,40,0.0,layernorm,sgd,50,7671,0.96752,0.2304,8.6
4,256,0.1,relu,0.001,512,2,5,10,40,0.01,no,adamw,50,7671,0.99382,0.1854,5.0
4,512,0.0,silu,0.008,512,2,5,10,80,0.0,layernorm,adamw,50,7671,0.94165,0.1454,5.1
3,512,0.1,gelu,0.001,512,2,5,10,80,0.01,no,sgd,50,7671,1.08315,0.0042,5.7
3,512,0.0,silu,0.001,2048,2,5,10,80,0.0,layernorm,adamw,50,7671,1.00358,0.1955,2.5
4,512,0.1,silu,0.003,512,2,5,10,40,0.01,layernorm,sgd,50,7671,0.91328,0.2966,5.8
3,1024,0.0,gelu,0.001,512,2,5,10,80,0.01,layernorm,adamw,50,7671,1.04701,0.0733,9.0
2,512,0.0,relu,0.001,2048,2,5,10,40,0.0,no,sgd,50,7671,1.26355,0.0031,1.5
4,256,0.1,relu,0.003,512,2,5,10,40,0.0,layernorm,sgd,50,7671,1.02258,0.2935,8.7
4,512,0.1,silu,0.008,2048,2,5,10,40,0.01,layernorm,sgd,50,7671,0.88068,0.1704,2.6
3,256,0.1,silu,0.003,512,2,5,10,80,0.0,layernorm,sgd,50,7671,0.8876,0.1981,15.1
2,256,0.0,silu,0.008,2048,2,5,10,40,0.01,layernorm,sgd,50,7671,0.95068,0.1251,2.0
4,1024,0.0,silu,0.008,2048,2,5,10,80,0.01,layernorm,adamw,50,7671,0.90379,0.2045,3.8
4,512,0.0,relu,0.001,2048,2,5,10,80,0.01,layernorm,adamw,50,7671,1.06191,0.1371,3.7
3,1024,0.1,silu,0.001,512,2,5,10,40,0.0,layernorm,adamw,50,7671,0.92195,0.2416,5.0
3,512,0.1,gelu,0.001,2048,2,5,10,40,0.01,no,sgd,50,7671,1.91078,0.0028,2.0
4,512,0.0,gelu,0.008,2048,2,5,10,40,0.01,no,sgd,50,7671,1.28278,0.0,2.2
4,512,0.1,silu,0.008,512,2,5,10,40,0.01,layernorm,sgd,50,7671,0.82119,0.0954,5.6
3,256,0.0,relu,0.003,2048,2,5,10,40,0.01,no,adamw,50,7671,1.08702,0.0298,2.6
2,256,0.1,gelu,0.001,2048,2,5,10,40,0.01,no,sgd,50,7671,1.40581,0.0014,2.7
4,256,0.1,relu,0.003,2048,2,5,10,80,0.01,layernorm,adamw,50,7671,1.00035,0.3143,3.1
2,512,0.1,relu,0.001,512,2,5,10,40,0.01,no,adamw,50,7671,1.09112,0.0422,3.5
2,256,0.0,silu,0.001,2048,2,5,10,40,0.01,layernorm,sgd,50,7671,1.19232,0.052,2.2
2,512,0.0,silu,0.008,512,2,5,10,80,0.01,no,adamw,50,7671,1.07348,0.145,6.6
3,1024,0.0,gelu,0.008,512,2,5,10,80,0.0,layernorm,adamw,50,7671,0.99123,0.0591,8.8
4,256,0.1,relu,0.008,2048,2,5,10,40,0.0,layernorm,adamw,50,7671,1.09315,0.2706,2.6
3,512,0.0,gelu,0.001,512,2,5,10,80,0.01,layernorm,adamw,50,7671,0.99699,0.2251,5.9
4,512,0.0,relu,0.008,512,2,5,10,40,0.0,no,adamw,50,7671,0.99856,0.235,4.4
4,512,0.1,relu,0.001,2048,2,5,10,80,0.01,no,sgd,50,7671,1.29276,0.0007,2.6
2,512,0.0,gelu,0.008,512,2,5,10,80,0.0,no,adamw,50,7671,0.96067,0.1695,5.2
2,256,0.1,gelu,0.001,2048,2,5,10,40,0.01,layernorm,adamw,50,7671,1.04882,0.1507,1.7
2,256,0.0,gelu,0.008,2048,2,5,10,40,0.0,layernorm,sgd,50,7671,1.09139,0.156,2.1
2,512,0.0,silu,0.003,2048,2,5,10,80,0.01,no,sgd,50,7671,1.12578,0.0071,2.4
2,512,0.1,relu,0.008,2048,2,5,10,40,0.01,layernorm,sgd,50,7671,0.89561,0.2465,2.0
3,256,0.1,silu,0.003,2048,2,5,10,40,0.01,no,sgd,50,7671,1.33751,0.0,1.6
4,256,0.0,silu,0.001,512,2,5,10,80,0.01,layernorm,sgd,50,7671,1.07213,0.1331,12.6
3,512,0.1,silu,0.001,512,2,5,10,40,0.01,layernorm,sgd,50,7671,0.97125,0.2077,5.2
4,512,0.1,silu,0.008,2048,2,5,10,80,0.0,no,sgd,50,7671,1.06718,0.0083,3.1
2,256,0.1,gelu,0.001,512,2,5,10,80,0.0,layernorm,adamw,50,7671,1.07519,0.2624,7.7
2,512,0.0,relu,0.001,2048,2,5,10,40,0.01,layernorm,adamw,50,7671,1.14241,0.0699,2.0
3,256,0.0,silu,0.003,512,2,5,10,40,0.01,layernorm,sgd,50,7671,0.98241,0.0343,6.7
3,1024,0.1,silu,0.008,2048,2,5,10,80,0.01,layernorm,adamw,50,7671,0.86832,0.131,4.4
2,1024,0.0,relu,0.001,2048,2,5,10,80,0.01,layernorm,adamw,50,7671,1.0716,0.1205,2.6
2,1024,0.1,relu,0.003,2048,2,5,10,80,0.01,layernorm,sgd,50,7671,1.08968,0.2103,2.3
2,1024,0.1,silu,0.008,2048,2,5,10,40,0.01,layernorm,adamw,50,7671,0.98487,0.2461,2.5
2,1024,0.0,silu,0.003,512,2,5,10,40,0.01,layernorm,adamw,50,7671,1.05679,0.3434,4.3
3,512,0.0,relu,0.008,512,2,5,10,40,0.01,no,sgd,50,7671,0.93585,0.1069,3.9
4,512,0.0,relu,0.001,512,2,5,10,80,0.01,no,sgd,50,7671,1.21028,0.0301,6.8
4,1024,0.0,relu,0.008,512,2,5,10,40,0.0,no,adamw,50,7671,1.11243,0.0073,3.7
2,256,0.1,silu,0.003,2048,2,5,10,40,0.0,no,sgd,50,7671,1.17833,0.0259,2.2
3,1024,0.1,silu,0.001,512,2,5,10,80,0.01,no,sgd,50,7671,1.14227,0.0074,5.4
3,256,0.0,gelu,0.008,512,2,5,10,40,0.01,layernorm,sgd,50,7671,0.86082,0.1813,7.4
4,512,0.0,relu,0.001,512,2,5,10,40,0.0,no,adamw,50,7671,1.111,0.129,4.1
2,256,0.0,gelu,0.008,2048,2,5,10,80,0.01,layernorm,adamw,50,7671,1.12248,0.0692,2.4
4,256,0.1,relu,0.001,512,2,5,10,80,0.01,layernorm,sgd,50,7671,0.95561,0.2002,10.6
4,1024,0.1,relu,0.001,2048,2,5,10,40,0.01,layernorm,adamw,50,7671,0.92318,0.1871,2.4
2,1024,0.0,silu,0.008,2048,2,5,10,40,0.0,no,sgd,50,7671,1.10436,0.0704,2.2
4,256,0.0,silu,0.001,2048,2,5,10,40,0.0,no,adamw,50,7671,1.12573,0.0038,3.3
3,1024,0.0,relu,0.001,512,2,5,10,40,0.0,layernorm,sgd,50,7671,1.18031,0.0261,5.6
4,1024,0.1,gelu,0.001,512,2,5,10,40,0.0,no,sgd,50,7671,1.16147,0.0052,3.2
4,1024,0.1,gelu,0.008,2048,2,5,10,40,0.0,layernorm,sgd,50,7671,1.29485,0.0349,3.5
4,512,0.1,gelu,0.008,512,2,5,10,80,0.0,layernorm,sgd,50,7671,0.8904,0.1958,7.2
2,256,0.0,silu,0.003,512,2,5,10,40,0.01,layernorm,sgd,50,7671,1.01761,0.2823,4.4
4,256,0.1,silu,0.008,2048,2,5,10,40,0.0,no,adamw,50,7671,1.02672,0.1084,2.2
2,1024,0.0,gelu,0.001,512,2,5,10,40,0.01,layernorm,sgd,50,7671,1.11603,0.0524,3.3
2,1024,0.0,silu,0.003,512,2,5,10,80,0.0,layernorm,sgd,50,7671,1.10135,0.1227,6.3
3,512,0.1,relu,0.001,512,2,5,10,80,0.01,layernorm,sgd,50,7671,0.91845,0.1767,6.2
2,512,0.1,relu,0.003,512,2,5,10,40,0.0,no,adamw,50,7671,1.04752,0.1657,3.0
3,512,0.1,silu,0.008,512,2,5,10,40,0.01,no,sgd,50,7671,1.01522,0.0041,2.9
4,512,0.1,relu,0.008,512,2,10,10,80,0.0,layernorm,adamw,60,7671,0.97168,0.0738,8.7
2,1024,0.0,gelu,0.001,512,2,10,10,40,0.0,no,adamw,60,7671,1.18038,0.1501,2.6
3,256,0.0,gelu,0.003,512,2,10,10,40,0.0,layernorm,adamw,60,7671,1.04512,0.1957,4.5
3,256,0.0,silu,0.003,2048,2,10,10,40,0.0,no,sgd,60,7671,1.31178,0.0,2.6
2,256,0.1,silu,0.008,2048,2,10,10,40,0.0,layernorm,adamw,60,7671,1.04296,0.1468,2.6
4,512,0.0,silu,0.003,2048,2,10,10,40,0.0,no,adamw,60,7671,0.91332,0.0686,2.4
2,256,0.1,relu,0.001,512,2,10,10,80,0.0,no,adamw,60,7671,1.05657,0.1945,6.5
3,1024,0.1,gelu,0.001,512,2,10,10,40,0.01,layernorm,adamw,60,7671,1.10293,0.2195,4.7
3,256,0.0,gelu,0.008,512,2,10,10,40,0.01,layernorm,sgd,60,7671,0.86039,0.0377,3.9
4,1024,0.1,gelu,0.001,512,2,10,10,80,0.0,layernorm,adamw,60,7671,1.08098,0.1698,7.8
2,256,0.0,silu,0.001,512,2,10,10,40,0.0,layernorm,adamw,60,7671,1.28869,0.1931,4.8
3,512,0.0,gelu,0.001,2048,2,10,10,80,0.0,no,sgd,60,7671,1.27912,0.0009,3.5
2,1024,0.1,relu,0.008,512,2,10,10,80,0.0,no,sgd,60,7671,1.0651,0.238,4.3
4,512,0.1,gelu,0.003,512,2,10,10,40,0.0,no,sgd,60,7671,1.11389,0.0047,4.8
3,512,0.0,gelu,0.008,512,2,10,10,80,0.0,no,adamw,60,7671,1.04784,0.0759,5.7
3,1024,0.1,gelu,0.008,2048,2,10,10,40,0.0,layernorm,adamw,60,7671,1.07148,0.2942,2.1
2,1024,0.1,silu,0.003,512,2,10,10,80,0.0,layernorm,adamw,60,7671,1.0249,0.1844,6.4
2,256,0.0,silu,0.001,2048,2,10,10,80,0.01,no,adamw,60,7671,1.15356,0.1354,2.5
3,1024,0.1,silu,0.008,512,2,10,10,40,0.01,no,adamw,60,7671,1.11406,0.3525,3.7
4,1024,0.1,gelu,0.001,512,2,10,10,80,0.01,no,adamw,60,7671,0.98691,0.126,5.9
3,256,0.0,silu,0.008,2048,2,10,10,40,0.01,layernorm,sgd,60,7671,1.05697,0.1262,2.4
4,256,0.1,relu,0.001,2048,2,10,10,80,0.0,layernorm,adamw,60,7671,1.17225,0.1084,3.5
4,1024,0.0,relu,0.001,512,2,10,10,40,0.01,no,sgd,60,7671,1.24253,0.0244,5.5
3,1024,0.0,gelu,0.008,512,2,10,10,80,0.0,layernorm,adamw,60,7671,1.01816,0.1466,8.9
2,1024,0.0,relu,0.001,512,2,10,10,80,0.0,layernorm,sgd,60,7671,1.27581,0.0478,8.2
4,512,0.1,gelu,0.003,2048,2,10,10,80,0.01,layernorm,adamw,60,7671,1.0662,0.1965,3.1
3,1024,0.0,silu,0.008,512,2,10,10,80,0.01,no,sgd,60,7671,0.86807,0.0104,6.3
2,256,0.1,relu,0.001,2048,2,10,10,40,0.01,no,adamw,60,7671,1.17901,0.0509,1.9
2,1024,0.1,gelu,0.001,2048,2,10,10,80,0.0,layernorm,sgd,60,7671,1.23563,0.1654,2.5
3,512,0.0,relu,0.003,2048,2,10,10,80,0.0,layernorm,sgd,60,7671,1.18213,0.1909,3.7
3,1024,0.1,silu,0.008,512,2,10,10,80,0.01,no,sgd,60,7671,1.00629,0.0077,5.5
4,512,0.1,relu,0.003,512,2,10,10,80,0.0,layernorm,adamw,60,7671,1.10927,0.379,11.1
3,512,0.1,relu,0.003,2048,2,10,10,80,0.01,layernorm,adamw,60,7671,1.03582,0.1393,3.1
4,1024,0.0,relu,0.003,512,2,10,10,80,0.01,no,sgd,60,7671,1.01047,0.1536,6.1
4,512,0.1,silu,0.008,512,2,10,10,80,0.0,no,adamw,60,7671,0.91258,0.0894,6.1
2,1024,0.1,gelu,0.001,2048,2,10,10,80,0.0,no,sgd,60,7671,1.21959,0.0057,3.6
4,1024,0.0,relu,0.003,512,2,10,10,40,0.01,no,adamw,60,7671,1.006,0.3563,3.4
3,512,0.0,silu,0.008,512,2,10,10,40,0.01,no,sgd,60,7671,1.02029,0.0081,3.7
4,1024,0.0,relu,0.001,2048,2,10,10,40,0.0,no,sgd,60,7671,1.36262,0.0,3.5
2,1024,0.1,silu,0.001,512,2,10,10,40,0.0,no,adamw,60,7671,1.1199,0.2253,4.8
4,512,0.0,silu,0.003,2048,2,10,10,80,0.01,layernorm,adamw,60,7671,1.04879,0.2329,3.7
2,256,0.0,gelu,0.001,512,2,10,10,80,0.0,layernorm,adamw,60,7671,1.10419,0.1323,8.5
3,1024,0.1,silu,0.008,512,2,10,10,80,0.01,no,adamw,60,7671,1.2236,0.2799,4.9
4,512,0.1,relu,0.001,512,2,10,10,80,0.0,no,adamw,60,7671,0.98887,0.2424,6.0
4,1024,0.1,silu,0.008,512,2,10,10,80,0.01,layernorm,adamw,60,7671,0.97746,0.4623,8.7
3,512,0.0,silu,0.001,2048,2,10,10,80,0.01,no,adamw,60,7671,1.02083,0.2136,2.1
4,1024,0.0,silu,0.003,2048,2,10,10,80,0.0,no,sgd,60,7671,1.23424,0.003,3.4
2,1024,0.0,gelu,0.003,512,2,10,10,80,0.0,layernorm,adamw,60,7671,1.0916,0.21,5.7
2,512,0.0,relu,0.008,2048,2,10,10,40,0.01,layernorm,sgd,60,7671,1.07395,0.2016,2.3
4,512,0.1,relu,0.008,2048,2,10,10,80,0.0,layernorm,adamw,60,7671,0.99885,0.2464,2.9
3,512,0.0,relu,0.008,512,2,10,10,40,0.0,layernorm,sgd,60,7671,0.91167,0.0733,4.6
4,512,0.1,silu,0.001,2048,2,10,10,40,0.01,layernorm,adamw,60,7671,1.046,0.1435,3.4
3,256,0.1,relu,0.001,2048,2,10,10,80,0.0,no,adamw,60,7671,1.10584,0.1334,2.8
4,512,0.1,silu,0.001,512,2,10,10,40,0.01,no,adamw,60,7671,0.88814,0.1565,2.9
2,256,0.0,relu,0.003,512,2,10,10,40,0.01,layernorm,adamw,60,7671,1.06704,0.3278,3.3
4,1024,0.1,gelu,0.003,512,2,10,10,40,0.01,no,sgd,60,7671,1.2137,0.0043,2.8
3,256,0.1,gelu,0.001,2048,2,10,10,80,0.01,layernorm,sgd,60,7671,1.04262,0.185,3.6
2,512,0.1,silu,0.008,512,2,10,10,80,0.0,layernorm,sgd,60,7671,0.98795,0.3133,6.3
3,256,0.1,silu,0.008,2048,2,10,10,80,0.0,no,adamw,60,7671,0.97042,0.3663,2.1
3,256,0.0,silu,0.001,512,2,10,10,80,0.0,layernorm,sgd,60,7671,1.24433,0.2735,10.7
2,256,0.0,gelu,0.003,2048,2,10,10,40,0.0,no,sgd,60,7671,1.21796,0.0039,1.5
2,256,0.0,relu,0.001,2048,2,10,10,80,0.0,layernorm,sgd,60,7671,1.30258,0.0939,3.2
2,256,0.1,relu,0.003,2048,2,10,10,40,0.0,layernorm,sgd,60,7671,1.15927,0.1959,2.6
3,256,0.1,gelu,0.003,512,2,10,10,80,0.01,layernorm,sgd,60,7671,0.90008,0.3036,16.3
2,256,0.0,relu,0.003,2048,2,10,10,80,0.0,layernorm,sgd,60,7671,1.23609,0.1197,3.1
2,1024,0.1,gelu,0.008,2048,2,10,10,40,0.01,no,sgd,60,7671,1.16409,0.0436,2.5
4,1024,0.0,silu,0.008,2048,2,10,10,40,0.0,layernorm,adamw,60,7671,1.17799,0.0777,3.1
4,256,0.1,relu,0.003,512,2,10,10,40,0.01,layernorm,adamw,60,7671,1.1205,0.2638,6.3
4,1024,0.0,gelu,0.001,2048,2,10,10,40,0.0,no,adamw,60,7671,1.06867,0.1618,3.8
3,256,0.0,gelu,0.001,512,2,10,10,40,0.0,no,adamw,60,7671,1.08934,0.0893,3.5
3,256,0.1,gelu,0.008,2048,2,10,10,40,0.0,no,sgd,60,7671,1.18304,0.005,2.4
3,512,0.0,gelu,0.003,512,2,10,10,40,0.01,layernorm,adamw,60,7671,0.89869,0.315,3.2
3,1024,0.0,silu,0.008,512,2,10,10,80,0.0,layernorm,sgd,60,7671,0.91767,0.0946,7.1
2,512,0.1,relu,0.001,2048,2,10,10,80,0.0,layernorm,sgd,60,7671,1.20099,0.0907,2.1
2,1024,0.0,silu,0.001,512,2,10,10,40,0.01,layernorm,sgd,60,7671,1.078,0.188,3.5
2,256,0.0,gelu,0.003,2048,2,3,15,40,0.01,layernorm,adamw,46,7671,1.047,0.1549,2.0
3,1024,0.1,relu,0.001,2048,2,3,15,40,0.0,layernorm,adamw,46,7671,1.06096,0.1589,2.5
2,256,0.1,gelu,0.003,2048,2,3,15,40,0.0,layernorm,adamw,46,7671,1.11584,0.1638,1.3
4,512,0.1,relu,0.003,2048,2,3,15,40,0.01,no,sgd,46,7671,1.29352,0.0001,2.6
3,512,0.1,silu,0.001,2048,2,3,15,80,0.0,no,sgd,46,7671,1.31262,0.0059,2.5
3,256,0.1,silu,0.008,512,2,3,15,40,0.01,no,sgd,46,7671,1.01829,0.0035,4.4
4,256,0.1,relu,0.001,2048,2,3,15,40,0.01,no,adamw,46,7671,1.20872,0.0798,1.9
2,1024,0.1,silu,0.001,2048,2,3,15,40,0.01,no,adamw,46,7671,1.12931,0.0606,1.9
2,512,0.1,silu,0.008,2048,2,3,15,80,0.0,layernorm,sgd,46,7671,1.05961,0.1231,2.6
4,256,0.0,gelu,0.001,512,2,3,15,40,0.01,layernorm,adamw,46,7671,1.19369,0.1029,7.2
4,256,0.0,silu,0.008,2048,2,3,15,80,0.0,no,sgd,46,7671,1.1431,0.0251,2.5
4,1024,0.1,relu,0.008,512,2,3,15,80,0.0,layernorm,sgd,46,7671,1.35922,0.0037,9.0
4,512,0.0,relu,0.008,512,2,3,15,80,0.01,no,adamw,46,7671,0.94291,0.269,6.9
