n_capas,oculto,dropout,activacion,lr,lote,n_vecinos,h_pasado,horizonte,epocas,weight_decay,normalizacion,optimizador,dim_entrada,n_muestras,val_mse,nota_rollout,segundos
3,1024,0.0,gelu,0.001,2048,2,5,10,40,0.01,layernorm,adamw,50,7671,0.97703,0.2166,2.4
2,1024,0.0,silu,0.003,512,2,5,10,80,0.01,layernorm,adamw,50,7671,1.03536,0.1072,6.5
2,512,0.1,silu,0.008,512,2,5,10,80,0.0,no,sgd,50,7671,1.03333,0.1503,5.4
2,1024,0.1,gelu,0.001,2048,2,5,10,40,0.0,layernorm,adamw,50,7671,1.01563,0.1451,2.1
2,1024,0.1,gelu,0.003,512,2,5,10,80,0.01,layernorm,sgd,50,7671,0.9461,0.2112,7.9
4,256,0.1,gelu,0.008,512,2,5,10,80,0.01,layernorm,sgd,50,7671,0.81671,0.1094,10.0
2,256,0.0,gelu,0.003,512,2,5,10,80,0.01,layernorm,adamw,50,7671,1.03215,0.1576,7.9
4,1024,0.0,silu,0.001,512,2,5,10,80,0.01,layernorm,adamw,50,7671,0.94736,0.4018,9.9
4,256,0.1,relu,0.001,512,2,5,10,40,0.01,no,sgd,50,7671,1.2197,0.011,5.1
3,512,0.0,relu,0.003,512,2,5,10,80,0.01,layernorm,sgd,50,7671,0.88834,0.3795,5.0
4,1024,0.1,gelu,0.003,512,2,5,10,80,0.01,no,adamw,50,7671,1.0165,0.1718,7.7
3,1024,0.1,gelu,0.008,512,2,5,10,40,0.01,layernorm,adamw,50,7671,0.98891,0.1158,5.6
4,256,0.1,silu,0.001,2048,2,5,10,40,0.0,no,sgd,50,7671,2.97573,0.0,2.8
2,1024,0.1,gelu,0.008,2048,2,5,10,40,0.01,layernorm,adamw,50,7671,1.12354,0.2125,2.3
2,256,0.0,gelu,0.008,2048,2,5,10,40,0.0,no,adamw,50,7671,1.00146,0.1239,2.7
3,256,0.0,relu,0.003,512,2,5,10,80,0.01,no,sgd,50,7671,1.01484,0.1293,9.9
2,512,0.1,silu,0.003,2048,2,5,10,80,0.01,layernorm,adamw,50,7671,1.06869,0.2562,3.4
4,512,0.1,relu,0.003,2048,2,5,10,40,0.0,layernorm,sgd,50,7671,1.02117,0.1097,2.7
2,512,0.1,gelu,0.008,2048,2,5,10,40,0.01,layernorm,sgd,50,7671,1.08207,0.103,1.7
2,1024,0.1,relu,0.008,2048,2,5,10,40,0.0,no,sgd,50,7671,1.06666,0.0738,2.0
2,1024,0.1,gelu,0.001,512,2,5,10,80,0.01,no,adamw,50,7671,1.08287,0.1495,5.5
4,256,0.1,gelu,0.003,512,2,5,10,80,0.0,no,adamw,50,7671,0.91018,0.4121,10.5
3,256,0.1,silu,0.003,2048,2,5,10,40,0.0,no,sgd,50,7671,1.29984,0.0003,2.0
4,1024,0.1,gelu,0.003,512,2,5,10,80,0.0,no,adamw,50,7671,0.90311,0.3758,5.8
3,1024,0.1,relu,0.003,2048,2,5,10,40,0.0,no,adamw,50,7671,1.05455,0.0227,2.4
2,1024,0.1,relu,0.003,512,2,5,10,80,0.0,layernorm,sgd,50,7671,1.06727,0.2936,7.0
3,512,0.1,relu,0.003,512,2,5,10,80,0.0,layernorm,sgd,50,7671,0.97091,0.0537,7.3
3,256,0.0,relu,0.003,512,2,5,10,40,0.0,layernorm,adamw,50,7671,1.00491,0.156,5.3
2,512,0.0,relu,0.008,512,2,5,10,40,0.01,no,sgd,50,7671,0.97841,0.0847,4.0
2,256,0.0,relu,0.001,512,2,5,10,80,0.01,layernorm,sgd,50,7671,1.16561,0.2334,6.6
3,1024,0.1,silu,0.003,512,2,5,10,80,0.01,layernorm,adamw,50,7671,0.97875,0.4582,6.0
3,512,0.0,relu,0.003,512,2,5,10,40,0.0,layernorm,sgd,50,7671,1.01547,0.1467,3.1
3,512,0.1,relu,0.008,2048,2,5,10,80,0.0,no,adamw,50,7671,0.95847,0.3394,2.3
3,512,0.0,silu,0.008,2048,2,5,10,80,0.01,layernorm,adamw,50,7671,0.99069,0.1066,3.1
2,256,0.1,relu,0.003,512,2,5,10,80,0.01,layernorm,sgd,50,7671,0.99745,0.1093,9.9
2,512,0.0,relu,0.003,2048,2,5,10,80,0.0,layernorm,sgd,50,7671,1.1345,0.0539,2.4
4,256,0.0,gelu,0.003,2048,2,5,10,40,0.0,no,sgd,50,7671,1.53302,0.0008,2.4
3,1024,0.1,relu,0.001,2048,2,5,10,40,0.01,layernorm,sgd,50,7671,1.13913,0.0873,2.3
4,256,0.1,gelu,0.001,2048,2,5,10,40,0.0,layernorm,sgd,50,7671,1.09079,0.0286,2.2
3,1024,0.0,silu,0.003,512,2,5,10,40,0.0,layernorm,adamw,50,7671,0.96412,0.1889,3.5
2,1024,0.1,silu,0.003,512,2,5,10,80,0.01,layernorm,sgd,50,7671,1.05011,0.2591,5.5
3,1024,0.1,gelu,0.003,2048,2,5,10,80,0.0,layernorm,adamw,50,7671,0.97012,0.2296,4.6
3,256,0.0,silu,0.003,2048,2,5,10,80,0.01,no,sgd,50,7671,1.16304,0.001,4.6
4,256,0.0,relu,0.003,512,2,5,10,40,0.0,layernorm,sgd,50,7671,1.06549,0.2709,7.1
2,512,0.1,relu,0.001,2048,2,5,10,80,0.0,layernorm,sgd,50,7671,1.06822,0.1378,2.6
2,256,0.1,silu,0.008,512,2,5,10,80,0.0,layernorm,sgd,50,7671,0.94652,0.0618,10.0
3,1024,0.0,relu,0.001,512,2,5,10,40,0.0,no,sgd,50,7671,1.07948,0.0634,3.7
3,1024,0.0,silu,0.001,512,2,5,10,80,0.01,no,adamw,50,7671,1.04738,0.3094,5.3
3,512,0.0,gelu,0.008,2048,2,5,10,40,0.01,no,sgd,50,7671,1.12085,0.0008,2.3
2,512,0.1,silu,0.001,2048,2,5,10,80,0.0,layernorm,sgd,50,7671,1.10252,0.0872,2.5
2,1024,0.0,silu,0.001,512,2,5,10,80,0.01,layernorm,adamw,50,7671,1.09673,0.1471,7.7
4,1024,0.0,relu,0.003,2048,2,5,10,40,0.0,layernorm,adamw,50,7671,1.15564,0.2736,2.6
3,512,0.1,relu,0.008,512,2,5,10,40,0.01,no,sgd,50,7671,0.97814,0.175,3.0
2,512,0.1,silu,0.008,2048,2,5,10,40,0.0,layernorm,sgd,50,7671,1.0091,0.1307,1.5
4,512,0.0,gelu,0.001,2048,2,5,10,80,0.01,layernorm,adamw,50,7671,1.1107,0.1609,2.5
3,512,0.0,silu,0.003,2048,2,5,10,40,0.0,layernorm,adamw,50,7671,0.93768,0.2871,2.1
2,512,0.1,relu,0.008,2048,2,5,10,80,0.01,no,adamw,50,7671,1.04435,0.0356,2.7
3,512,0.0,gelu,0.001,2048,2,5,10,40,0.01,no,sgd,50,7671,1.51588,0.0402,1.7
3,1024,0.0,silu,0.008,512,2,5,10,80,0.01,layernorm,sgd,50,7671,0.72686,0.1498,8.3
3,1024,0.1,gelu,0.003,2048,2,5,10,80,0.01,no,adamw,50,7671,1.09033,0.3532,4.4
2,512,0.1,silu,0.003,2048,2,5,10,80,0.0,no,sgd,50,7671,1.11897,0.0211,2.7
2,512,0.1,relu,0.001,512,2,5,10,80,0.01,no,adamw,50,7671,1.05244,0.1548,7.0
4,256,0.0,silu,0.003,2048,2,5,10,80,0.0,no,adamw,50,7671,1.1203,0.1526,3.0
3,1024,0.0,relu,0.001,2048,2,5,10,80,0.01,layernorm,adamw,50,7671,1.08909,0.3756,3.0
3,512,0.0,gelu,0.008,2048,2,5,10,40,0.0,no,adamw,50,7671,1.23029,0.0959,2.7
2,256,0.1,relu,0.001,2048,2,5,10,80,0.01,no,adamw,50,7671,1.07182,0.1212,2.5
2,512,0.1,gelu,0.003,512,2,5,10,40,0.01,layernorm,sgd,50,7671,0.99577,0.2468,4.0
3,256,0.0,relu,0.001,512,2,5,10,80,0.0,no,sgd,50,7671,1.13408,0.0551,7.5
4,1024,0.0,relu,0.008,512,2,5,10,40,0.01,no,adamw,50,7671,1.05075,0.0266,3.4
4,256,0.1,gelu,0.003,512,2,5,10,80,0.01,no,sgd,50,7671,1.19435,0.0,7.0
2,256,0.1,gelu,0.003,512,2,5,10,40,0.0,layernorm,sgd,50,7671,0.98244,0.2445,5.6
2,1024,0.0,gelu,0.008,512,2,5,10,80,0.01,layernorm,adamw,50,7671,0.9863,0.2044,6.2
4,1024,0.1,silu,0.001,512,2,5,10,40,0.0,no,sgd,50,7671,1.2213,0.0005,2.9
3,512,0.0,silu,0.008,2048,2,10,10,40,0.01,no,adamw,60,7671,1.09047,0.1034,2.2
4,1024,0.1,relu,0.001,512,2,10,10,80,0.0,layernorm,sgd,60,7671,1.15449,0.2149,7.1
2,1024,0.1,gelu,0.008,512,2,10,10,80,0.01,layernorm,adamw,60,7671,1.02167,0.3919,5.5
4,1024,0.0,relu,0.008,2048,2,10,10,80,0.01,layernorm,adamw,60,7671,1.08224,0.2402,4.5
2,512,0.0,relu,0.003,512,2,10,10,40,0.0,no,sgd,60,7671,1.1348,0.2154,2.2
2,256,0.0,silu,0.008,512,2,10,10,40,0.01,layernorm,sgd,60,7671,0.95617,0.2364,4.0
2,512,0.1,relu,0.008,2048,2,10,10,80,0.01,no,sgd,60,7671,1.08789,0.1326,3.4
2,256,0.0,relu,0.008,512,2,10,10,40,0.01,layernorm,sgd,60,7671,0.98218,0.3009,5.1
2,512,0.0,relu,0.003,2048,2,10,10,80,0.0,layernorm,sgd,60,7671,1.16381,0.1601,2.7
4,1024,0.0,relu,0.003,2048,2,10,10,40,0.0,layernorm,sgd,60,7671,1.29828,0.1397,3.0
4,256,0.0,silu,0.008,512,2,10,10,40,0.01,layernorm,sgd,60,7671,0.86907,0.3782,7.1
3,1024,0.0,silu,0.008,2048,2,10,10,40,0.01,no,adamw,60,7671,1.11131,0.0244,2.1
2,512,0.0,silu,0.008,512,2,10,10,40,0.0,no,sgd,60,7671,1.01142,0.1206,3.4
2,1024,0.0,silu,0.001,2048,2,10,10,40,0.0,no,adamw,60,7671,1.19199,0.138,1.7
4,512,0.0,relu,0.008,2048,2,10,10,80,0.01,no,sgd,60,7671,1.06024,0.1735,2.6
4,1024,0.1,silu,0.003,2048,2,10,10,80,0.01,no,sgd,60,7671,1.34035,0.0002,4.0
2,1024,0.0,gelu,0.001,2048,2,10,10,80,0.01,layernorm,sgd,60,7671,1.25469,0.1968,2.2
3,512,0.0,relu,0.003,2048,2,10,10,40,0.01,no,sgd,60,7671,1.25238,0.0091,2.1
4,1024,0.1,relu,0.008,512,2,10,10,40,0.0,layernorm,adamw,60,7671,1.05499,0.3947,4.2
2,256,0.1,silu,0.008,512,2,10,10,40,0.0,no,adamw,60,7671,1.0245,0.1,5.2
3,512,0.0,silu,0.001,2048,2,10,10,40,0.01,no,adamw,60,7671,1.24558,0.1073,2.0
2,512,0.1,relu,0.001,512,2,10,10,40,0.0,layernorm,sgd,60,7671,1.24907,0.1264,4.4
4,256,0.0,relu,0.001,2048,2,10,10,80,0.01,layernorm,sgd,60,7671,1.15483,0.0787,5.8
2,256,0.0,silu,0.001,512,2,10,10,80,0.0,layernorm,adamw,60,7671,1.19119,0.2068,9.9
3,256,0.0,gelu,0.003,2048,2,10,10,40,0.0,no,adamw,60,7671,0.89468,0.181,2.3
3,1024,0.0,silu,0.008,2048,2,10,10,80,0.0,no,adamw,60,7671,0.89904,0.1586,4.3
4,1024,0.1,relu,0.008,512,2,10,10,80,0.0,layernorm,adamw,60,7671,1.04646,0.1748,7.8
3,1024,0.0,gelu,0.001,2048,2,10,10,40,0.0,layernorm,sgd,60,7671,1.25037,0.1017,2.1
4,256,0.1,gelu,0.001,512,2,10,10,80,0.01,layernorm,adamw,60,7671,1.02957,0.4343,14.2
4,1024,0.0,gelu,0.008,512,2,10,10,80,0.0,layernorm,adamw,60,7671,0.92347,0.2876,9.6
4,1024,0.0,silu,0.008,512,2,10,10,40,0.0,no,sgd,60,7671,1.0589,0.1366,3.9
2,512,0.0,gelu,0.008,512,2,10,10,40,0.0,no,adamw,60,7671,0.92598,0.3038,4.5
3,512,0.0,relu,0.001,512,2,10,10,40,0.0,no,adamw,60,7671,1.17223,0.2288,3.5
4,512,0.0,relu,0.003,2048,2,10,10,80,0.01,layernorm,sgd,60,7671,1.09231,0.3185,2.5
4,256,0.1,silu,0.003,512,2,10,10,40,0.0,no,adamw,60,7671,0.88252,0.0528,7.8
3,256,0.1,relu,0.008,2048,2,10,10,40,0.01,no,adamw,60,7671,1.13225,0.0252,1.7
4,512,0.1,silu,0.003,2048,2,10,10,40,0.01,layernorm,adamw,60,7671,1.18193,0.1702,2.4
3,256,0.0,gelu,0.003,512,2,10,10,40,0.0,no,adamw,60,7671,1.12504,0.1709,8.6
4,256,0.1,relu,0.008,2048,2,10,10,40,0.01,no,sgd,60,7671,1.26587,0.0576,3.1
3,256,0.0,relu,0.003,512,2,10,10,40,0.0,layernorm,adamw,60,7671,1.03466,0.2284,7.3
2,1024,0.0,gelu,0.003,512,2,10,10,80,0.01,no,adamw,60,7671,1.14455,0.0985,4.3
2,512,0.1,gelu,0.008,512,2,10,10,40,0.0,layernorm,sgd,60,7671,1.08334,0.2679,4.1
3,512,0.0,silu,0.001,512,2,10,10,80,0.01,layernorm,sgd,60,7671,1.15618,0.2659,5.1
2,512,0.0,gelu,0.003,2048,2,10,10,80,0.0,layernorm,adamw,60,7671,1.14296,0.1365,3.8
4,512,0.1,silu,0.008,2048,2,10,10,80,0.0,layernorm,sgd,60,7671,1.01053,0.148,4.0
4,1024,0.1,relu,0.001,2048,2,10,10,40,0.0,layernorm,adamw,60,7671,1.05685,0.1379,2.3
2,256,0.0,gelu,0.008,2048,2,10,10,40,0.0,no,sgd,60,7671,1.14626,0.0169,1.7
2,256,0.0,relu,0.001,2048,2,10,10,40,0.0,no,sgd,60,7671,1.33857,0.0,2.0
2,256,0.1,gelu,0.008,2048,2,10,10,80,0.0,no,sgd,60,7671,1.0561,0.1203,1.9
2,256,0.0,silu,0.008,512,2,10,10,80,0.0,no,adamw,60,7671,1.02944,0.0898,7.6
4,256,0.1,gelu,0.008,512,2,10,10,80,0.0,no,adamw,60,7671,0.94736,0.2923,11.5
2,512,0.1,gelu,0.001,2048,2,10,10,80,0.01,no,adamw,60,7671,1.17044,0.1373,2.2
3,256,0.0,silu,0.001,2048,2,10,10,40,0.01,no,adamw,60,7671,1.20042,0.0213,1.7
2,512,0.0,relu,0.003,512,2,10,10,80,0.01,no,sgd,60,7671,1.08704,0.0792,4.3
2,1024,0.1,silu,0.003,512,2,10,10,80,0.0,layernorm,sgd,60,7671,1.09637,0.2348,5.4
2,1024,0.0,silu,0.008,512,2,10,10,80,0.01,no,adamw,60,7671,1.15926,0.1174,4.8
2,256,0.0,relu,0.001,2048,2,10,10,40,0.01,layernorm,sgd,60,7671,1.33279,0.1069,1.9
2,512,0.1,relu,0.001,2048,2,10,10,40,0.01,layernorm,sgd,60,7671,1.23684,0.0975,1.5
3,512,0.0,silu,0.008,512,2,10,10,80,0.0,no,adamw,60,7671,1.07518,0.3223,6.8
2,256,0.0,silu,0.001,512,2,10,10,80,0.01,no,sgd,60,7671,1.17625,0.0052,5.8
2,1024,0.1,relu,0.003,512,2,10,10,80,0.0,no,sgd,60,7671,1.06527,0.1524,4.6
3,1024,0.1,gelu,0.001,512,2,10,10,40,0.01,no,sgd,60,7671,1.25616,0.0006,4.8
2,256,0.1,relu,0.001,2048,2,10,10,40,0.0,layernorm,sgd,60,7671,1.24508,0.1706,2.4
2,1024,0.1,relu,0.008,512,2,10,10,80,0.0,no,adamw,60,7671,1.08738,0.0632,6.7
3,256,0.1,relu,0.008,2048,2,10,10,80,0.01,layernorm,sgd,60,7671,0.8394,0.1603,4.7
4,1024,0.1,silu,0.003,2048,2,10,10,40,0.01,layernorm,sgd,60,7671,1.04372,0.2694,3.1
2,256,0.1,relu,0.003,512,2,10,10,80,0.01,no,adamw,60,7671,1.04475,0.1386,8.8
4,1024,0.1,relu,0.001,512,2,10,10,80,0.01,layernorm,sgd,60,7671,1.07855,0.3049,7.6
3,256,0.0,relu,0.008,2048,2,10,10,40,0.01,no,sgd,60,7671,1.17452,0.0694,1.3
2,512,0.1,gelu,0.003,512,2,10,10,40,0.01,layernorm,sgd,60,7671,1.02959,0.2367,4.2
4,512,0.1,relu,0.003,2048,2,10,10,40,0.01,no,adamw,60,7671,1.04985,0.1169,2.0
2,1024,0.1,relu,0.003,2048,2,10,10,40,0.01,no,sgd,60,7671,1.20304,0.0535,2.1
2,1024,0.1,relu,0.001,2048,2,10,10,40,0.01,no,sgd,60,7671,1.2274,0.0043,2.3
2,512,0.1,silu,0.008,512,2,10,10,40,0.0,no,adamw,60,7671,1.14397,0.2593,3.0
4,512,0.0,gelu,0.008,2048,2,10,10,40,0.0,no,adamw,60,7671,1.35826,0.0228,2.2
4,512,0.0,relu,0.001,2048,2,10,10,40,0.0,no,sgd,60,7671,1.7184,0.0017,1.8
4,1024,0.0,gelu,0.003,2048,2,3,15,80,0.0,no,adamw,46,7671,0.97049,0.2185,3.1
3,256,0.0,gelu,0.008,2048,2,3,15,80,0.0,no,adamw,46,7671,1.09023,0.0619,3.0
4,512,0.1,silu,0.001,2048,2,3,15,40,0.01,no,adamw,46,7671,1.08829,0.0265,2.4
3,512,0.1,relu,0.001,2048,2,3,15,80,0.0,layernorm,adamw,46,7671,1.04874,0.1393,2.6
4,256,0.0,relu,0.003,512,2,3,15,80,0.01,no,sgd,46,7671,1.15417,0.2267,7.1
4,512,0.0,gelu,0.003,512,2,3,15,80,0.01,layernorm,sgd,46,7671,0.73375,0.3415,5.8
4,512,0.1,gelu,0.003,512,2,3,15,80,0.0,no,sgd,46,7671,1.10037,0.0057,6.7
2,256,0.1,silu,0.003,2048,2,3,15,80,0.0,no,sgd,46,7671,1.13954,0.0124,2.2
4,512,0.0,gelu,0.001,2048,2,3,15,40,0.0,layernorm,adamw,46,7671,1.07435,0.1254,3.0
4,1024,0.0,relu,0.008,512,2,3,15,40,0.01,layernorm,adamw,46,7671,1.24223,0.2371,6.0
4,512,0.1,silu,0.001,512,2,3,15,40,0.01,layernorm,sgd,46,7671,0.95681,0.1237,5.3
3,512,0.1,gelu,0.003,2048,2,3,15,80,0.01,layernorm,sgd,46,7671,0.89891,0.3129,2.9
4,512,0.0,gelu,0.003,512,2,3,15,40,0.0,layernorm,adamw,46,7671,0.95189,0.6008,3.4
3,1024,0.0,silu,0.008,512,2,3,15,80,0.0,layernorm,adamw,46,7671,0.83444,0.3079,7.4
4,512,0.1,silu,0.003,512,2,3,15,80,0.01,no,sgd,46,7671,1.22337,0.0,6.9
4,1024,0.0,silu,0.003,512,2,3,15,40,0.0,no,adamw,46,7671,0.95176,0.5194,3.0
3,256,0.1,relu,0.003,2048,2,3,15,40,0.01,layernorm,adamw,46,7671,1.11991,0.1069,1.8
2,256,0.0,silu,0.008,512,2,3,15,40,0.01,no,sgd,46,7671,0.97712,0.036,4.4
2,512,0.0,relu,0.001,512,2,3,15,40,0.01,no,adamw,46,7671,1.14432,0.1073,3.1
3,256,0.1,gelu,0.001,512,2,3,15,80,0.0,layernorm,adamw,46,7671,0.79012,0.3137,9.4
2,256,0.1,silu,0.001,512,2,3,15,80,0.0,layernorm,adamw,46,7671,0.94389,0.2745,8.8
4,512,0.1,gelu,0.003,512,2,3,15,80,0.0,no,adamw,46,7671,0.86644,0.3526,6.7
3,1024,0.0,silu,0.003,2048,2,3,15,40,0.0,layernorm,sgd,46,7671,1.11813,0.0968,2.5
2,1024,0.0,relu,0.001,2048,2,3,15,80,0.0,no,adamw,46,7671,1.0844,0.0907,2.7
3,512,0.0,relu,0.008,2048,2,3,15,80,0.01,layernorm,adamw,46,7671,1.19739,0.1471,2.9
4,256,0.0,silu,0.003,2048,2,3,15,80,0.01,no,sgd,46,7671,1.37013,0.0,3.3
4,256,0.1,gelu,0.003,512,2,3,15,40,0.0,layernorm,sgd,46,7671,1.14282,0.1226,7.9
4,1024,0.0,relu,0.003,512,2,3,15,40,0.0,layernorm,adamw,46,7671,1.20662,0.272,6.6
4,1024,0.1,silu,0.008,512,2,3,15,80,0.01,layernorm,sgd,46,7671,0.74031,0.0499,7.4
2,1024,0.0,gelu,0.001,2048,2,3,15,40,0.0,no,adamw,46,7671,1.10517,0.1543,1.7
2,256,0.0,silu,0.008,2048,2,3,15,80,0.0,no,sgd,46,7671,1.08658,0.0516,2.1
3,512,0.1,gelu,0.008,2048,2,3,15,80,0.0,no,sgd,46,7671,1.11521,0.0062,3.1
3,512,0.1,relu,0.008,2048,2,3,15,80,0.01,no,sgd,46,7671,1.04842,0.1915,3.3
4,512,0.1,relu,0.008,512,2,3,15,80,0.0,no,adamw,46,7671,1.01252,0.0807,7.3
3,1024,0.1,gelu,0.003,512,2,3,15,40,0.01,layernorm,sgd,46,7671,0.93983,0.3455,3.7
3,1024,0.1,silu,0.008,512,2,3,15,40,0.01,no,adamw,46,7671,0.83206,0.3859,3.8
4,1024,0.1,silu,0.001,2048,2,3,15,80,0.0,no,adamw,46,7671,0.8492,0.2273,6.0
2,1024,0.0,relu,0.003,512,2,3,15,40,0.0,no,sgd,46,7671,1.15745,0.0207,4.1
4,256,0.0,gelu,0.008,2048,2,3,15,40,0.0,layernorm,sgd,46,7671,1.06751,0.0955,2.3
3,1024,0.1,relu,0.003,2048,2,3,15,40,0.0,layernorm,adamw,46,7671,1.15411,0.0366,2.7
4,1024,0.0,silu,0.008,512,2,3,15,80,0.01,no,sgd,46,7671,0.95227,0.0654,6.1
2,1024,0.0,relu,0.008,512,2,3,15,40,0.0,no,adamw,46,7671,1.04995,0.0322,3.5
2,1024,0.0,gelu,0.008,512,2,3,15,40,0.01,layernorm,adamw,46,7671,1.14338,0.1919,5.7
4,512,0.0,silu,0.003,2048,2,3,15,40,0.01,layernorm,sgd,46,7671,1.10311,0.245,2.0
3,512,0.0,gelu,0.003,2048,2,3,15,40,0.01,layernorm,sgd,46,7671,0.94655,0.1438,2.1
3,256,0.0,gelu,0.001,512,2,3,15,40,0.0,no,adamw,46,7671,1.06603,0.0705,4.8
3,256,0.0,gelu,0.008,512,2,3,15,40,0.0,no,adamw,46,7671,1.17824,0.056,6.8
2,512,0.1,silu,0.003,512,2,3,15,40,0.01,layernorm,sgd,46,7671,1.04715,0.2418,3.3
4,512,0.1,gelu,0.003,2048,2,3,15,40,0.0,no,sgd,46,7671,1.39391,0.0004,2.1
3,1024,0.0,gelu,0.001,512,2,3,15,40,0.0,no,adamw,46,7671,1.0523,0.3874,3.3
4,1024,0.0,gelu,0.003,512,2,3,15,40,0.0,no,sgd,46,7671,1.12274,0.005,4.9
2,512,0.1,gelu,0.008,512,2,3,15,40,0.01,layernorm,sgd,46,7671,0.7607,0.2901,5.3
4,1024,0.0,relu,0.008,2048,2,3,15,40,0.01,no,adamw,46,7671,1.15108,0.0192,2.7
4,1024,0.1,silu,0.001,512,2,3,15,40,0.01,no,sgd,46,7671,1.33938,0.0,3.3
3,1024,0.0,gelu,0.003,512,2,3,15,40,0.01,no,adamw,46,7671,0.91845,0.4081,4.0
3,256,0.0,silu,0.001,512,2,3,15,40,0.01,no,sgd,46,7671,1.28201,0.0001,3.9
2,256,0.0,silu,0.001,2048,2,3,15,40,0.01,layernorm,adamw,46,7671,1.04707,0.1055,1.9
3,512,0.0,silu,0.003,2048,2,3,15,40,0.01,no,sgd,46,7671,1.34228,0.0001,1.9
2,512,0.1,relu,0.003,512,2,3,15,80,0.0,no,sgd,46,7671,1.00865,0.1075,6.3
2,256,0.0,relu,0.001,512,2,3,15,40,0.0,layernorm,sgd,46,7671,1.11633,0.1819,4.0
3,1024,0.1,gelu,0.008,512,2,3,15,80,0.0,no,adamw,46,7671,1.03081,0.4178,4.5
4,512,0.1,relu,0.008,2048,2,3,15,80,0.0,no,adamw,46,7671,1.25012,0.2235,4.0
3,1024,0.1,relu,0.003,512,2,3,15,40,0.01,no,sgd,46,7671,1.07093,0.1083,2.9
3,256,0.1,gelu,0.003,2048,2,3,15,40,0.01,no,sgd,46,7671,1.32719,0.0,2.2
2,256,0.1,gelu,0.003,512,2,3,15,80,0.0,no,sgd,46,7671,1.03597,0.054,6.4
4,256,0.1,gelu,0.001,2048,2,3,15,80,0.0,layernorm,sgd,46,7671,1.01003,0.1454,4.1
2,256,0.1,silu,0.008,512,2,3,15,80,0.01,no,adamw,46,7671,1.15253,0.0252,8.6
4,1024,0.1,gelu,0.001,2048,2,3,15,40,0.0,no,sgd,46,7671,2.92648,0.0,2.9
4,256,0.0,relu,0.008,2048,2,3,15,40,0.01,no,sgd,46,7671,1.18026,0.019,3.5
2,512,0.0,silu,0.008,512,2,3,15,80,0.01,layernorm,sgd,46,7671,0.86182,0.1935,7.0
2,1024,0.0,relu,0.008,512,2,3,15,40,0.0,layernorm,sgd,46,7671,1.11805,0.0522,3.3
3,256,0.0,relu,0.008,512,2,3,15,40,0.0,no,sgd,46,7671,1.09984,0.0082,4.1
3,1024,0.0,gelu,0.008,2048,2,3,15,80,0.0,no,adamw,46,7671,1.30902,0.3065,3.8
4,1024,0.0,gelu,0.001,2048,2,3,15,40,0.01,layernorm,sgd,46,7671,1.12848,0.1114,3.3
4,256,0.1,relu,0.008,2048,2,3,15,40,0.0,layernorm,sgd,46,7671,1.09165,0.1599,3.3
2,1024,0.1,relu,0.003,2048,2,3,15,40,0.01,no,sgd,46,7671,1.12069,0.045,2.0
2,1024,0.0,relu,0.008,2048,2,5,15,80,0.0,layernorm,sgd,50,7671,1.08741,0.1405,2.5
2,512,0.1,gelu,0.003,2048,2,5,15,40,0.01,no,adamw,50,7671,1.10753,0.1016,2.2
3,256,0.1,relu,0.003,512,2,5,15,40,0.01,no,adamw,50,7671,1.02313,0.3072,5.6
2,1024,0.0,gelu,0.003,2048,2,5,15,80,0.01,layernorm,sgd,50,7671,1.07258,0.2145,3.7
2,512,0.1,silu,0.008,2048,2,5,15,80,0.01,no,adamw,50,7671,1.07752,0.1104,4.3
4,256,0.1,gelu,0.008,2048,2,5,15,40,0.01,no,sgd,50,7671,1.32198,0.0,3.0
3,512,0.1,relu,0.003,2048,2,5,15,40,0.0,layernorm,adamw,50,7671,1.21344,0.0708,2.7
2,1024,0.1,silu,0.003,2048,2,5,15,40,0.0,layernorm,adamw,50,7671,1.13472,0.0796,2.8
4,256,0.1,silu,0.001,512,2,5,15,80,0.01,no,sgd,50,7671,1.30421,0.0,12.0
3,256,0.1,silu,0.003,2048,2,5,15,40,0.01,layernorm,sgd,50,7671,0.91001,0.2114,2.8
3,1024,0.1,silu,0.001,2048,2,5,15,80,0.01,no,adamw,50,7671,1.04581,0.2483,2.6
3,512,0.0,relu,0.001,2048,2,5,15,40,0.01,layernorm,adamw,50,7671,1.08049,0.2187,1.7
3,256,0.0,relu,0.008,2048,2,5,15,40,0.0,no,sgd,50,7671,1.09886,0.0473,2.2
2,1024,0.0,gelu,0.008,2048,2,5,15,40,0.0,layernorm,sgd,50,7671,1.12887,0.0377,1.9
3,256,0.0,silu,0.003,2048,2,5,15,80,0.01,no,sgd,50,7671,1.16847,0.0011,2.7
3,256,0.0,silu,0.008,512,2,5,15,80,0.01,layernorm,sgd,50,7671,0.71043,0.098,8.8
4,1024,0.0,relu,0.003,512,2,5,15,80,0.01,no,sgd,50,7671,0.98993,0.2096,7.7
2,256,0.0,relu,0.008,2048,2,5,15,40,0.01,layernorm,adamw,50,7671,1.16099,0.1341,2.1
2,1024,0.1,gelu,0.003,512,2,5,15,80,0.01,layernorm,adamw,50,7671,1.05318,0.2999,5.5
4,1024,0.1,gelu,0.001,2048,2,5,15,80,0.01,no,adamw,50,7671,1.04985,0.2979,4.4
4,256,0.1,silu,0.008,512,2,5,15,40,0.01,no,adamw,50,7671,0.68198,0.5535,5.1
