run,vid,instante,x1,y1,x2,y2,v,theta,a,giro
# run=20260718-162134-860 opt=secuencial condiciones_iniciales=[{'id': 1, 'inicio': (20.99, 13.36), 'giro_inicial': 85.0, 'meta': (31.16, 8.71), 'angulo_llegada': 346.3, 'largo': 0.74, 'ancho': 0.45, 'v_max': 1.99, 'v_inicial': 0.0, 'a_max': 0.9, 'giro_max': 36.6, 'grupo': 2, 'prioridad': 3}, {'id': 2, 'inicio': (18.52, 13.49), 'giro_inicial': 331.3, 'meta': (17.07, 12.58), 'angulo_llegada': 12.8, 'largo': 0.97, 'ancho': 0.54, 'v_max': 2.29, 'v_inicial': 0.0, 'a_max': 0.64, 'giro_max': 36.7, 'grupo': 1, 'prioridad': 1}]
20260718-162134-860,1,95,31.602152,8.669313,30.739510,8.746445,0.549469,-0.635537,-0.894688,0.314738
20260718-162134-860,1,96,31.649083,8.657630,30.783885,8.696785,0.460000,-0.591585,-0.900000,0.000000
20260718-162134-860,1,97,31.687266,8.631977,30.822068,8.671132,0.370000,-0.591585,-0.900000,0.000000
20260718-162134-860,1,98,31.717978,8.611343,30.852780,8.650497,0.280000,-0.591585,-0.900000,0.000000
20260718-162134-860,1,99,31.741219,8.595728,30.876022,8.634883,0.190000,-0.591585,-0.900000,0.000000
20260718-162134-860,1,100,31.756990,8.585132,30.891793,8.624287,0.100000,-0.591585,-0.900000,0.000000
20260718-162134-860,1,101,31.765291,8.579555,30.900093,8.618710,0.010000,-0.591585,-0.100000,0.000000
20260718-162134-860,1,102,31.766121,8.578997,30.900923,8.618152,0.000000,-0.591585,-0.899977,0.000000
20260718-162134-860,1,103,31.766121,8.578997,30.900923,8.618152,-0.089998,-0.591585,-0.899849,2.829412
20260718-162134-860,1,104,31.758744,8.587051,30.893289,8.620030,-0.179983,-0.584448,-0.899615,2.836615
20260718-162134-860,1,105,31.743782,8.602797,30.877952,8.623726,-0.269944,-0.570527,-0.899301,2.843807
20260718-162134-860,1,106,31.720890,8.625728,30.854813,8.629029,-0.359874,-0.550171,-0.898928,2.850991
20260718-162134-860,1,107,31.689607,8.655182,30.823746,8.635582,-0.449767,-0.523727,-0.898517,2.858171
20260718-162134-860,1,108,31.649395,8.690349,30.784613,8.642894,-0.539619,-0.491540,-0.898086,2.865347
20260718-162134-860,1,109,31.599668,8.730261,30.737279,8.650343,-0.629427,-0.453954,-0.897653,2.872522
20260718-162134-860,1,110,31.539826,8.773795,30.681629,8.657184,-0.719192,-0.411307,-0.897232,2.879697
20260718-162134-860,1,111,31.469300,8.819676,30.617587,8.662561,-0.808916,-0.363941,0.897232,2.886873
20260718-162134-860,1,112,31.387582,8.866478,30.545136,8.665517,-0.719192,-0.312191,0.897653,2.879697
20260718-162134-860,1,113,31.312862,8.905155,30.480876,8.664531,-0.629427,-0.264825,0.898086,2.872522
20260718-162134-860,1,114,31.245903,8.936663,30.424932,8.660787,-0.539619,-0.222179,0.898517,2.865347
20260718-162134-860,1,115,31.187347,8.961902,30.377323,8.655371,-0.449767,-0.184592,0.898928,2.858171
20260718-162134-860,1,116,31.137726,8.981689,30.337987,8.649248,-0.359874,-0.152405,0.899301,2.850991
20260718-162134-860,1,117,31.097477,8.996726,30.306807,8.643256,-0.269944,-0.125961,0.899615,2.843807
20260718-162134-860,1,118,31.066948,9.007582,30.283636,8.638092,-0.179983,-0.105605,0.899849,2.836615
20260718-162134-860,1,119,31.046414,9.014664,30.268322,8.634306,-0.089998,-0.091684,0.899977,2.829412
20260718-162134-860,1,120,31.036079,9.018196,30.260721,8.632294,0.000000,-0.084548,0.899966,0.000000
20260718-162134-860,1,121,31.036079,9.018196,30.260721,8.632294,0.089997,-0.084548,0.899657,-0.372764
20260718-162134-860,1,122,31.046694,9.013999,30.268028,8.634816,0.179962,-0.093195,0.898618,-0.433178
20260718-162134-860,1,123,31.068373,9.003957,30.282117,8.640776,0.269824,-0.113644,0.898199,-0.498529
20260718-162134-860,1,124,31.101367,8.985626,30.302518,8.651051,0.359644,-0.149735,0.901818,-0.466281
20260718-162134-860,1,125,31.143733,8.960755,30.330799,8.662027,0.449826,-0.194208,0.901678,-0.246623
20260718-162134-860,1,126,31.191626,8.939480,30.370696,8.663483,0.539994,-0.222032,-0.218638,-0.036577
20260718-162134-860,1,127,31.244907,8.925338,30.422647,8.653331,0.518130,-0.226887,-0.899653,-0.137418
20260718-162134-860,1,128,31.297518,8.905535,30.470597,8.648045,0.428165,-0.244492,-0.594668,0.301609
20260718-162134-860,1,129,31.334966,8.909991,30.516913,8.625581,0.368698,-0.211764,-0.794122,-0.580319
20260718-162134-860,1,130,31.378271,8.875569,30.544779,8.640218,0.289286,-0.271157,-2.892856,0.592838
20260718-162134-860,1,131,31.400404,8.888969,30.579132,8.613992,0.000000,-0.223274,0.000000,0.000000
20260718-162134-860,2,0,19.075076,13.493921,17.964924,13.486079,0.064000,5.782276,0.640000,0.000000
20260718-162134-860,2,1,19.080690,13.490848,17.970538,13.483006,0.128000,5.782276,0.640000,0.000000
20260718-162134-860,2,2,19.091917,13.484701,17.981765,13.476859,0.192000,5.782276,0.640000,0.000000
20260718-162134-860,2,3,19.108759,13.475480,17.998606,13.467638,0.256000,5.782276,0.640000,0.000000
20260718-162134-860,2,4,19.131214,13.463187,18.021061,13.455345,0.320000,5.782276,0.640000,0.000000
20260718-162134-860,2,5,19.159282,13.447820,18.049130,13.439977,0.384000,5.782276,0.640000,0.000000
20260718-162134-860,2,6,19.192965,13.429379,18.082812,13.421537,0.448000,5.782276,0.640000,0.000000
20260718-162134-860,2,7,19.232261,13.407865,18.122108,13.400023,0.512000,5.782276,0.632034,0.000000
20260718-162134-860,2,8,19.277171,13.383278,18.167018,13.375435,0.575203,5.782276,0.637436,0.453877
20260718-162134-860,2,9,19.328105,13.387488,18.219900,13.321292,0.638947,5.834874,0.637031,0.446727
20260718-162134-860,2,10,19.384467,13.394818,18.281881,13.265187,0.702650,5.892244,0.636626,0.439579
20260718-162134-860,2,11,19.446022,13.406071,18.353574,13.208441,0.766313,5.954181,-0.645348,0.432430
20260718-162134-860,2,12,19.512440,13.422096,18.435485,13.152527,0.701778,6.020480,-0.635162,0.543476
20260718-162134-860,2,13,19.569262,13.451593,18.517107,13.097375,0.638262,6.099953,-0.635807,0.552243
20260718-162134-860,2,14,19.618405,13.482864,18.595197,13.052114,0.574681,6.173673,-0.636449,0.561012
20260718-162134-860,2,15,19.660216,13.514565,18.668485,13.015597,0.511036,6.241359,-0.636052,0.569786
20260718-162134-860,2,16,19.695172,13.545507,18.735910,12.986655,0.447431,6.302728,-0.638031,0.541165
